Epoch,Cooperation Rate
1,0.45
2,0.65
3,0.675
4,0.6
5,0.675
6,0.525
7,0.7
8,0.65
9,0.725
10,0.7
11,0.625
12,0.675
13,0.675
14,0.725
15,0.675
16,0.65
17,0.75
18,0.65
19,0.7
20,0.65
21,0.65
22,0.65
23,0.675
24,0.725
25,0.65
26,0.75
27,0.7
28,0.65
29,0.6
30,0.675
31,0.6
32,0.65
33,0.7
34,0.7
35,0.725
36,0.675
37,0.7
38,0.675
39,0.675
40,0.65
41,0.7
42,0.725
43,0.675
44,0.675
45,0.7
46,0.65
47,0.7
48,0.725
49,0.675
50,0.7
51,0.675
52,0.7
53,0.7
54,0.725
55,0.65
56,0.675
57,0.65
58,0.65
59,0.625
60,0.675
61,0.65
62,0.7
63,0.675
64,0.7
65,0.725
66,0.675
67,0.75
68,0.675
69,0.675
70,0.7
71,0.725
72,0.7
73,0.7
74,0.675
75,0.675
76,0.7
77,0.675
78,0.65
79,0.6
80,0.675
81,0.65
82,0.65
83,0.65
84,0.675
85,0.7
86,0.775
87,0.725
88,0.7
89,0.65
90,0.675
91,0.675
92,0.675
93,0.75
94,0.725
95,0.7
96,0.675
97,0.725
98,0.7
99,0.675
100,0.625
101,0.75
102,0.675
103,0.725
104,0.7
105,0.675
106,0.65
107,0.725
108,0.675
109,0.725
110,0.675
111,0.675
112,0.675
113,0.675
114,0.7
115,0.675
116,0.7
117,0.7
118,0.6
119,0.7
120,0.675
121,0.7
122,0.7
123,0.675
124,0.675
125,0.675
126,0.675
127,0.65
128,0.725
129,0.75
130,0.7
131,0.675
132,0.675
133,0.65
134,0.7
135,0.7
136,0.675
137,0.675
138,0.7
139,0.675
140,0.65
141,0.675
142,0.675
143,0.65
144,0.7
145,0.75
146,0.675
147,0.675
148,0.65
149,0.675
150,0.675
151,0.725
152,0.7
153,0.7
154,0.7
155,0.725
156,0.625
157,0.625
158,0.7
159,0.7
160,0.7
161,0.7
162,0.725
163,0.675
164,0.675
165,0.7
166,0.675
167,0.675
168,0.65
169,0.75
170,0.725
171,0.675
172,0.675
173,0.65
174,0.7
175,0.675
176,0.725
177,0.65
178,0.675
179,0.675
180,0.675
181,0.7
182,0.65
183,0.725
184,0.7
185,0.675
186,0.725
187,0.725
188,0.725
189,0.7
190,0.7
191,0.7
192,0.675
193,0.65
194,0.7
195,0.7
196,0.675
197,0.65
198,0.75
199,0.675
200,0.675
