Epoch,Cooperation Rate
1,0.575
2,0.75
3,0.875
4,0.95
5,1.0
6,1.0
7,0.925
8,0.9
9,0.95
10,0.95
11,0.975
12,0.95
13,0.975
14,0.975
15,0.95
16,0.975
17,0.975
18,0.65
19,0.925
20,1.0
21,1.0
22,0.975
23,0.95
24,0.925
25,0.975
26,0.975
27,0.9
28,0.875
29,0.95
30,0.975
31,0.95
32,0.925
33,0.95
34,0.85
35,0.925
36,1.0
37,0.975
38,0.95
39,1.0
40,0.975
41,0.875
42,0.95
43,0.95
44,0.95
45,0.975
46,0.9
47,0.875
48,0.975
49,0.925
50,0.975
51,0.975
52,0.85
53,0.975
54,0.95
55,0.975
56,0.95
57,1.0
58,0.925
59,0.975
60,0.875
61,1.0
62,0.95
63,0.925
64,0.925
65,0.975
66,0.95
67,0.875
68,0.975
69,0.95
70,0.95
71,0.95
72,1.0
73,0.95
74,0.975
75,0.95
76,0.95
77,0.975
78,0.95
79,0.925
80,0.925
81,0.95
82,0.95
83,0.95
84,0.95
85,0.9
86,0.95
87,0.975
88,0.975
89,0.95
90,0.975
91,0.9
92,0.95
93,0.975
94,0.95
95,0.925
96,0.875
97,0.95
98,0.975
99,0.95
100,0.95
101,0.95
102,0.875
103,0.925
104,1.0
105,0.9
106,0.925
107,0.95
108,0.925
109,0.975
110,0.85
111,0.975
112,0.975
113,1.0
114,0.9
115,0.975
116,0.925
117,0.95
118,0.9
119,0.875
120,0.975
121,0.975
122,0.925
123,1.0
124,1.0
125,0.925
126,1.0
127,0.9
128,0.975
129,0.975
130,0.925
131,0.925
132,0.925
133,0.925
134,0.975
135,0.975
136,0.9
137,0.975
138,0.975
139,0.95
140,0.975
141,0.975
142,0.975
143,0.925
144,1.0
145,0.975
146,0.95
147,0.975
148,0.975
149,1.0
150,0.975
151,0.95
152,1.0
153,0.95
154,0.975
155,1.0
156,0.875
157,0.925
158,1.0
159,0.775
160,1.0
161,0.975
162,0.975
163,1.0
164,0.975
165,0.9
166,0.95
167,0.925
168,0.9
169,0.975
170,0.925
171,0.925
172,0.975
173,0.95
174,0.95
175,0.975
176,0.975
177,1.0
178,0.9
179,1.0
180,0.95
181,0.9
182,0.95
183,0.975
184,0.975
185,0.925
186,0.975
187,1.0
188,1.0
189,0.95
190,0.925
191,0.925
192,1.0
193,1.0
194,0.95
195,0.95
196,0.925
197,0.975
198,0.95
199,0.875
200,0.975
