Epoch,Cooperation Rate
1,0.55
2,0.525
3,0.85
4,0.825
5,0.975
6,0.95
7,0.975
8,0.975
9,0.95
10,0.9
11,0.8
12,0.95
13,0.975
14,0.925
15,0.925
16,0.95
17,0.9
18,0.95
19,0.975
20,0.95
21,0.875
22,0.95
23,0.875
24,1.0
25,1.0
26,0.95
27,0.95
28,0.95
29,0.9
30,0.95
31,0.95
32,0.9
33,0.975
34,0.95
35,0.9
36,1.0
37,0.95
38,1.0
39,0.95
40,0.95
41,0.95
42,0.925
43,0.95
44,1.0
45,0.975
46,0.975
47,0.925
48,0.975
49,0.95
50,0.975
51,0.8
52,0.95
53,0.925
54,1.0
55,0.875
56,0.95
57,0.925
58,0.95
59,0.925
60,0.95
61,0.95
62,1.0
63,1.0
64,0.975
65,0.925
66,0.925
67,0.9
68,0.975
69,0.925
70,0.95
71,0.975
72,1.0
73,1.0
74,1.0
75,0.9
76,0.975
77,0.95
78,0.975
79,0.975
80,0.95
81,0.925
82,0.925
83,0.825
84,0.95
85,0.925
86,1.0
87,0.95
88,0.9
89,0.925
90,0.95
91,0.925
92,0.925
93,0.95
94,0.95
95,0.975
96,0.925
97,0.95
98,0.95
99,0.95
100,0.9
101,0.9
102,0.95
103,1.0
104,0.975
105,1.0
106,0.85
107,1.0
108,1.0
109,1.0
110,0.925
111,1.0
112,0.925
113,0.95
114,0.95
115,0.975
116,0.925
117,0.975
118,0.85
119,0.975
120,0.95
121,0.975
122,0.95
123,0.875
124,0.9
125,0.975
126,1.0
127,1.0
128,1.0
129,0.925
130,0.95
131,0.925
132,0.95
133,0.85
134,1.0
135,0.95
136,0.95
137,0.95
138,0.975
139,0.975
140,0.925
141,0.975
142,0.925
143,0.975
144,0.975
145,0.9
146,1.0
147,0.975
148,0.95
149,0.9
150,0.975
151,0.925
152,0.9
153,0.9
154,0.925
155,0.925
156,0.9
157,0.975
158,0.95
159,0.975
160,1.0
161,1.0
162,0.925
163,0.85
164,0.875
165,0.925
166,0.95
167,1.0
168,0.95
169,0.9
170,0.9
171,1.0
172,0.95
173,0.975
174,0.95
175,0.9
176,0.9
177,0.9
178,0.85
179,0.95
180,0.9
181,0.95
182,0.975
183,0.95
184,0.925
185,1.0
186,0.95
187,0.975
188,0.9
189,0.925
190,0.975
191,0.95
192,1.0
193,0.95
194,0.925
195,0.95
196,0.925
197,0.925
198,0.925
199,0.9
200,0.975
