Epoch,Cooperation Rate
1,0.475
2,0.55
3,0.875
4,0.9
5,0.975
6,0.875
7,0.925
8,0.85
9,0.9
10,0.95
11,0.95
12,0.9
13,0.975
14,0.95
15,0.95
16,0.95
17,0.925
18,0.975
19,0.75
20,1.0
21,0.875
22,0.9
23,0.925
24,0.875
25,0.975
26,0.975
27,0.975
28,0.975
29,0.95
30,0.925
31,0.875
32,0.975
33,0.95
34,0.925
35,0.95
36,0.85
37,0.975
38,0.975
39,1.0
40,0.875
41,0.925
42,0.95
43,0.975
44,0.975
45,0.9
46,0.975
47,0.95
48,1.0
49,0.975
50,0.95
51,0.925
52,0.925
53,0.975
54,0.95
55,0.975
56,0.925
57,1.0
58,0.95
59,0.95
60,0.95
61,0.975
62,0.95
63,1.0
64,0.9
65,0.95
66,0.975
67,0.975
68,0.975
69,0.95
70,0.9
71,0.925
72,0.95
73,0.95
74,0.9
75,0.925
76,0.975
77,0.95
78,0.975
79,0.925
80,0.975
81,0.925
82,1.0
83,0.975
84,0.975
85,0.95
86,0.825
87,0.925
88,0.875
89,0.925
90,0.95
91,0.925
92,1.0
93,1.0
94,0.95
95,0.925
96,0.95
97,1.0
98,1.0
99,0.95
100,0.95
101,0.95
102,0.9
103,0.925
104,0.975
105,0.975
106,0.9
107,0.925
108,0.975
109,0.925
110,0.925
111,0.95
112,0.975
113,0.925
114,0.9
115,0.975
116,0.975
117,0.95
118,1.0
119,1.0
120,0.95
121,0.925
122,0.85
123,0.975
124,0.975
125,0.95
126,0.975
127,0.95
128,0.975
129,0.95
130,0.9
131,0.975
132,0.95
133,1.0
134,0.975
135,0.925
136,0.95
137,1.0
138,0.925
139,0.975
140,0.875
141,0.975
142,0.875
143,0.9
144,1.0
145,0.95
146,0.925
147,1.0
148,1.0
149,0.975
150,0.975
151,1.0
152,0.975
153,0.975
154,0.95
155,1.0
156,0.875
157,0.95
158,0.95
159,0.925
160,0.925
161,0.9
162,0.95
163,0.925
164,0.95
165,0.9
166,0.95
167,0.9
168,0.975
169,0.925
170,0.925
171,0.975
172,0.925
173,0.95
174,0.925
175,0.9
176,0.925
177,0.95
178,1.0
179,0.975
180,0.95
181,0.9
182,0.9
183,0.975
184,0.975
185,0.975
186,0.975
187,0.975
188,0.95
189,0.95
190,0.925
191,0.975
192,0.9
193,0.925
194,1.0
195,0.95
196,1.0
197,1.0
198,0.95
199,0.95
200,0.95
