Epoch,Cooperation Rate
1,0.45
2,0.625
3,0.925
4,0.775
5,0.825
6,0.825
7,0.975
8,0.975
9,0.925
10,0.95
11,1.0
12,0.95
13,0.9
14,0.9
15,0.95
16,0.95
17,1.0
18,0.975
19,0.925
20,0.975
21,0.9
22,0.975
23,0.85
24,0.9
25,1.0
26,0.975
27,0.975
28,0.9
29,0.925
30,0.975
31,0.95
32,1.0
33,0.95
34,0.925
35,0.925
36,0.9
37,0.925
38,0.975
39,0.9
40,0.95
41,0.925
42,0.975
43,0.9
44,0.95
45,1.0
46,0.875
47,0.925
48,0.975
49,0.9
50,0.975
51,0.925
52,0.95
53,0.975
54,0.95
55,0.95
56,0.975
57,0.85
58,0.975
59,1.0
60,0.9
61,0.875
62,0.975
63,0.925
64,0.825
65,1.0
66,1.0
67,1.0
68,1.0
69,1.0
70,0.975
71,0.975
72,0.9
73,0.95
74,0.925
75,0.975
76,1.0
77,0.9
78,0.95
79,0.925
80,0.975
81,0.95
82,1.0
83,0.975
84,0.9
85,0.975
86,1.0
87,0.875
88,0.975
89,0.975
90,0.875
91,0.95
92,0.9
93,0.925
94,0.95
95,0.875
96,0.975
97,1.0
98,0.95
99,0.925
100,0.9
101,0.925
102,0.925
103,0.9
104,0.925
105,0.925
106,0.925
107,0.95
108,0.975
109,0.95
110,0.975
111,0.925
112,0.975
113,0.95
114,0.975
115,0.925
116,0.975
117,0.875
118,1.0
119,1.0
120,0.975
121,0.95
122,0.925
123,1.0
124,0.9
125,0.925
126,0.975
127,1.0
128,0.975
129,0.95
130,0.975
131,1.0
132,0.95
133,0.925
134,0.95
135,0.975
136,0.925
137,0.9
138,0.9
139,0.95
140,0.925
141,0.9
142,0.9
143,0.825
144,1.0
145,0.95
146,0.925
147,0.925
148,0.925
149,0.975
150,1.0
151,0.95
152,0.95
153,0.875
154,0.925
155,0.925
156,0.925
157,0.925
158,1.0
159,1.0
160,0.925
161,0.95
162,0.925
163,0.875
164,1.0
165,0.975
166,0.9
167,0.95
168,1.0
169,0.9
170,0.9
171,0.975
172,0.975
173,0.925
174,0.975
175,0.975
176,1.0
177,0.95
178,1.0
179,0.9
180,0.975
181,0.975
182,0.8
183,0.95
184,0.9
185,0.975
186,0.95
187,0.975
188,1.0
189,0.975
190,0.95
191,0.925
192,0.9
193,0.875
194,0.975
195,0.9
196,1.0
197,0.975
198,0.9
199,0.925
200,0.925
