Epoch,Individual Income
1,2.1
2,2.7
3,2.6
4,3.3
5,3.7
6,4.0
7,4.0
8,1.8
9,3.6
10,3.5
11,3.6
12,3.6
13,3.3
14,4.0
15,4.0
16,3.1
17,3.3
18,3.1
19,2.3
20,4.0
21,3.6
22,3.5
23,3.2
24,3.6
25,3.5
26,2.5
27,4.0
28,3.8
29,3.5
30,3.5
31,4.0
32,3.3
33,3.4
34,4.0
35,3.8
36,3.3
37,3.8
38,2.6
39,4.0
40,3.4
41,3.1
42,4.0
43,3.9
44,2.9
45,3.8
46,3.8
47,3.0
48,2.8
49,2.6
50,4.0
51,3.6
52,3.1
53,3.8
54,3.4
55,3.6
56,3.8
57,2.7
58,3.4
59,3.6
60,3.1
61,3.5
62,3.6
63,3.7
64,4.0
65,4.0
66,3.6
67,3.5
68,4.0
69,4.0
70,3.5
71,3.8
72,3.6
73,3.6
74,3.7
75,3.8
76,4.0
77,3.4
78,2.6
79,3.3
80,3.7
81,3.2
82,2.9
83,2.6
84,3.1
85,2.7
86,3.6
87,4.0
88,3.2
89,3.5
90,3.5
91,3.4
92,3.6
93,3.4
94,3.2
95,4.0
96,4.0
97,3.7
98,3.2
99,3.6
100,3.7
101,3.9
102,3.0
103,3.6
104,3.6
105,3.3
106,3.8
107,3.8
108,3.3
109,3.8
110,3.5
111,3.7
112,3.6
113,3.6
114,3.2
115,4.0
116,3.7
117,3.6
118,2.7
119,3.8
120,3.8
121,3.1
122,3.2
123,3.6
124,3.4
125,3.6
126,3.7
127,3.4
128,3.4
129,4.0
130,3.4
131,3.2
132,3.2
133,3.6
134,4.0
135,4.0
136,3.4
137,3.3
138,3.8
139,3.3
140,3.3
141,3.8
142,3.4
143,3.8
144,3.3
145,3.6
146,3.4
147,3.6
148,4.0
149,3.3
150,3.5
151,3.1
152,3.6
153,3.6
154,3.5
155,3.2
156,3.2
157,3.6
158,3.8
159,4.0
160,4.0
161,3.2
162,3.7
163,3.2
164,3.2
165,3.8
166,3.8
167,3.5
168,3.2
169,3.8
170,3.8
171,3.1
172,3.3
173,3.6
174,3.8
175,3.4
176,3.8
177,4.0
178,3.8
179,4.0
180,3.4
181,3.8
182,3.0
183,3.0
184,3.0
185,3.0
186,3.8
187,3.6
188,2.9
189,3.8
190,3.8
191,3.4
192,3.4
193,3.6
194,3.6
195,3.4
196,3.4
197,3.8
198,2.9
199,4.0
200,3.4
