Epoch,Individual Income
1,1.9
2,2.4
3,2.3
4,2.3
5,2.7
6,2.6
7,2.5
8,2.8
9,3.1
10,2.8
11,3.3
12,3.1
13,3.2
14,2.9
15,3.4
16,3.7
17,3.6
18,3.7
19,3.5
20,3.4
21,3.4
22,4.0
23,3.4
24,3.4
25,2.8
26,3.4
27,3.6
28,3.1
29,3.3
30,3.5
31,3.6
32,3.7
33,3.5
34,4.0
35,3.4
36,3.3
37,3.0
38,3.2
39,3.3
40,3.3
41,3.7
42,3.6
43,3.1
44,3.1
45,3.3
46,4.0
47,3.3
48,3.4
49,3.0
50,3.3
51,3.6
52,4.0
53,3.1
54,3.0
55,3.6
56,4.0
57,3.7
58,2.8
59,3.2
60,4.0
61,4.0
62,3.8
63,3.2
64,4.0
65,4.0
66,4.0
67,3.3
68,3.5
69,3.4
70,3.6
71,3.9
72,4.0
73,3.1
74,3.5
75,3.7
76,3.9
77,3.5
78,3.9
79,3.7
80,3.5
81,4.0
82,3.7
83,3.4
84,3.7
85,3.5
86,3.5
87,3.4
88,3.4
89,3.0
90,3.5
91,3.4
92,3.4
93,3.7
94,3.5
95,3.5
96,3.4
97,3.1
98,3.4
99,3.4
100,3.2
101,3.4
102,3.5
103,3.9
104,3.4
105,3.1
106,3.7
107,3.5
108,3.0
109,3.3
110,4.0
111,3.9
112,3.9
113,3.7
114,3.5
115,3.5
116,3.6
117,3.4
118,4.0
119,3.8
120,4.0
121,2.8
122,3.8
123,4.0
124,3.5
125,3.2
126,3.2
127,4.0
128,3.7
129,3.5
130,3.4
131,3.9
132,3.7
133,3.6
134,3.2
135,4.0
136,3.4
137,4.0
138,3.5
139,3.7
140,3.5
141,3.5
142,3.4
143,3.5
144,3.7
145,3.0
146,3.4
147,3.7
148,3.5
149,3.9
150,3.5
151,3.7
152,3.7
153,3.7
154,3.5
155,3.5
156,3.2
157,3.6
158,3.6
159,3.6
160,3.2
161,3.8
162,3.2
163,3.5
164,3.7
165,3.9
166,3.6
167,3.2
168,3.0
169,3.1
170,3.8
171,3.3
172,3.9
173,3.4
174,3.6
175,3.7
176,3.5
177,3.2
178,3.5
179,3.4
180,3.5
181,3.6
182,3.7
183,3.4
184,3.5
185,3.0
186,4.0
187,3.9
188,3.5
189,3.2
190,3.2
191,3.4
192,3.2
193,3.6
194,3.7
195,3.4
196,3.6
197,3.3
198,3.4
199,3.0
200,3.6
