Epoch,Individual Income
1,1.9
2,2.1
3,3.6
4,1.9
5,3.5
6,3.2
7,2.3
8,3.0
9,2.2
10,3.8
11,3.2
12,3.2
13,3.3
14,4.0
15,3.8
16,3.9
17,3.9
18,3.9
19,3.1
20,3.9
21,3.9
22,2.5
23,3.7
24,3.2
25,3.8
26,3.9
27,3.4
28,3.9
29,4.0
30,3.8
31,3.9
32,3.9
33,3.7
34,3.6
35,3.9
36,3.8
37,3.9
38,3.7
39,3.6
40,3.3
41,3.3
42,3.8
43,3.7
44,3.8
45,2.9
46,3.8
47,3.9
48,3.8
49,3.6
50,3.5
51,3.8
52,3.6
53,3.8
54,3.8
55,3.6
56,3.3
57,3.7
58,3.8
59,3.9
60,3.8
61,3.7
62,3.9
63,3.6
64,3.8
65,3.9
66,4.0
67,4.0
68,3.9
69,3.6
70,2.6
71,3.7
72,3.6
73,3.8
74,3.7
75,3.9
76,3.4
77,3.8
78,3.8
79,4.0
80,3.8
81,3.8
82,3.8
83,3.7
84,3.7
85,3.6
86,3.9
87,3.9
88,3.6
89,3.9
90,3.6
91,3.8
92,3.7
93,3.8
94,3.3
95,3.7
96,3.9
97,3.9
98,3.9
99,3.9
100,4.0
101,3.9
102,4.0
103,3.6
104,4.0
105,4.0
106,3.9
107,3.7
108,3.7
109,3.5
110,3.8
111,3.7
112,4.0
113,3.7
114,3.8
115,3.8
116,3.8
117,3.9
118,3.5
119,3.7
120,3.8
121,3.6
122,3.7
123,3.8
124,3.9
125,3.9
126,4.0
127,3.9
128,3.6
129,3.9
130,3.5
131,3.8
132,3.8
133,3.7
134,3.8
135,3.8
136,3.9
137,3.9
138,3.8
139,4.0
140,3.8
141,3.9
142,3.9
143,4.0
144,3.6
145,3.7
146,3.7
147,3.8
148,3.9
149,3.9
150,3.8
151,3.8
152,4.0
153,3.8
154,3.5
155,4.0
156,3.8
157,3.9
158,3.7
159,3.9
160,3.7
161,3.7
162,3.6
163,3.9
164,3.9
165,3.9
166,3.7
167,3.6
168,3.8
169,3.8
170,3.5
171,3.8
172,3.7
173,3.7
174,3.9
175,3.9
176,3.9
177,3.6
178,3.9
179,3.8
180,3.6
181,3.9
182,3.5
183,3.7
184,3.8
185,3.7
186,3.8
187,3.1
188,3.8
189,3.5
190,3.5
191,3.8
192,3.7
193,3.9
194,3.9
195,3.8
196,3.6
197,3.8
198,3.7
199,3.7
200,3.7
