Epoch,Individual Income
1,2.0
2,1.7
3,2.5
4,3.3
5,3.3
6,2.8
7,3.3
8,3.3
9,2.8
10,3.0
11,3.3
12,3.3
13,2.9
14,3.0
15,3.2
16,3.4
17,3.2
18,3.2
19,3.0
20,3.3
21,3.3
22,3.0
23,3.3
24,3.3
25,3.3
26,3.2
27,2.8
28,2.9
29,3.2
30,3.3
31,3.0
32,3.2
33,3.1
34,3.3
35,3.0
36,3.1
37,3.2
38,3.1
39,3.1
40,3.3
41,3.2
42,3.1
43,2.9
44,3.2
45,3.3
46,3.1
47,3.2
48,3.3
49,3.2
50,3.2
51,3.3
52,3.2
53,2.9
54,3.3
55,3.1
56,3.3
57,3.3
58,3.4
59,3.0
60,3.1
61,3.2
62,3.0
63,3.2
64,3.3
65,3.1
66,3.2
67,3.1
68,3.1
69,3.1
70,3.3
71,3.3
72,3.2
73,3.1
74,3.1
75,3.2
76,3.2
77,3.2
78,3.1
79,3.1
80,3.2
81,3.0
82,3.2
83,3.2
84,3.2
85,3.2
86,3.2
87,3.2
88,3.2
89,3.1
90,3.2
91,3.2
92,3.0
93,3.2
94,3.3
95,3.2
96,3.3
97,3.3
98,3.2
99,3.1
100,3.1
101,3.0
102,3.2
103,3.2
104,3.2
105,3.1
106,3.3
107,3.3
108,3.0
109,3.2
110,3.3
111,3.2
112,3.1
113,3.0
114,2.9
115,3.3
116,3.3
117,3.2
118,3.2
119,3.2
120,3.1
121,3.0
122,3.3
123,3.1
124,3.0
125,3.3
126,3.3
127,3.1
128,3.3
129,3.3
130,3.0
131,3.0
132,3.2
133,3.1
134,3.0
135,3.2
136,3.1
137,3.2
138,3.3
139,3.1
140,3.2
141,3.3
142,3.2
143,3.3
144,3.1
145,2.9
146,3.1
147,3.2
148,3.0
149,3.2
150,3.1
151,3.0
152,2.9
153,3.2
154,3.3
155,3.1
156,3.3
157,3.2
158,3.3
159,3.2
160,3.2
161,3.3
162,3.3
163,3.2
164,3.2
165,3.1
166,3.1
167,3.1
168,3.2
169,3.2
170,3.1
171,3.3
172,3.2
173,3.3
174,3.2
175,3.3
176,2.9
177,3.2
178,3.3
179,3.2
180,3.3
181,3.3
182,3.1
183,3.2
184,3.0
185,3.3
186,3.2
187,3.3
188,3.3
189,3.1
190,3.3
191,3.1
192,3.1
193,3.1
194,3.1
195,2.9
196,3.2
197,3.2
198,2.9
199,3.3
200,3.2
