Epoch,Individual Income
1,2.1
2,2.0
3,2.3
4,3.0
5,2.9
6,3.1
7,3.4
8,3.6
9,3.7
10,3.1
11,3.7
12,3.7
13,3.7
14,3.6
15,3.6
16,3.0
17,3.8
18,3.8
19,3.5
20,2.7
21,3.6
22,3.3
23,3.6
24,3.7
25,3.7
26,3.8
27,2.9
28,3.6
29,3.4
30,3.8
31,3.8
32,3.5
33,3.4
34,3.6
35,3.8
36,3.6
37,3.5
38,3.7
39,3.7
40,3.8
41,3.5
42,3.6
43,3.6
44,3.4
45,3.9
46,3.8
47,3.8
48,3.7
49,3.6
50,3.7
51,3.6
52,3.9
53,3.5
54,3.6
55,3.8
56,3.7
57,3.8
58,3.7
59,3.9
60,3.5
61,3.5
62,3.8
63,3.9
64,3.7
65,3.4
66,3.7
67,3.4
68,3.6
69,3.5
70,3.8
71,3.4
72,3.7
73,3.8
74,3.6
75,3.3
76,3.5
77,3.4
78,3.8
79,3.6
80,3.7
81,3.5
82,3.3
83,3.7
84,3.5
85,3.4
86,3.6
87,3.2
88,3.6
89,3.4
90,3.5
91,3.7
92,3.6
93,3.5
94,3.9
95,3.7
96,3.1
97,3.8
98,3.9
99,3.9
100,3.9
101,3.6
102,3.7
103,3.9
104,3.4
105,3.7
106,3.7
107,3.5
108,3.4
109,3.7
110,3.3
111,3.8
112,3.9
113,3.3
114,3.9
115,3.8
116,3.8
117,3.6
118,3.6
119,3.6
120,3.5
121,3.6
122,3.6
123,3.9
124,3.3
125,3.4
126,3.6
127,2.9
128,3.9
129,3.7
130,3.4
131,3.6
132,3.5
133,3.6
134,3.9
135,3.7
136,3.9
137,3.7
138,3.5
139,3.6
140,3.9
141,3.5
142,3.7
143,3.4
144,3.9
145,3.9
146,3.7
147,3.6
148,3.7
149,3.0
150,3.6
151,3.5
152,3.9
153,3.5
154,3.8
155,3.8
156,3.7
157,3.9
158,3.8
159,3.6
160,3.5
161,3.9
162,3.3
163,3.8
164,3.1
165,3.7
166,3.5
167,3.4
168,3.6
169,3.8
170,3.5
171,3.6
172,3.6
173,3.4
174,3.9
175,3.5
176,3.5
177,3.2
178,3.6
179,3.5
180,3.7
181,3.3
182,3.6
183,3.5
184,3.2
185,3.5
186,3.3
187,3.5
188,3.8
189,3.7
190,3.5
191,3.6
192,3.5
193,3.6
194,3.8
195,3.3
196,3.5
197,3.5
198,3.7
199,3.6
200,3.6
