Epoch,Individual Income
1,1.9
2,2.5
3,2.6
4,3.1
5,2.6
6,4.0
7,2.9
8,4.0
9,2.7
10,3.6
11,3.8
12,3.4
13,3.3
14,3.6
15,3.0
16,3.8
17,3.8
18,3.9
19,3.6
20,3.4
21,4.0
22,3.8
23,3.9
24,3.9
25,4.0
26,3.6
27,3.2
28,3.7
29,3.4
30,3.7
31,3.5
32,3.7
33,3.9
34,3.7
35,3.7
36,3.8
37,4.0
38,3.8
39,4.0
40,3.6
41,4.0
42,3.6
43,3.5
44,3.9
45,3.7
46,4.0
47,3.8
48,3.6
49,3.4
50,3.8
51,3.5
52,3.7
53,4.0
54,4.0
55,4.0
56,3.9
57,3.7
58,3.6
59,3.8
60,3.7
61,3.8
62,3.7
63,3.5
64,3.7
65,3.4
66,3.6
67,3.8
68,4.0
69,4.0
70,3.5
71,3.4
72,3.9
73,3.8
74,3.6
75,3.1
76,3.6
77,3.3
78,3.9
79,2.9
80,3.2
81,3.7
82,3.6
83,3.7
84,3.2
85,3.9
86,3.7
87,3.7
88,3.6
89,3.7
90,3.6
91,3.9
92,3.6
93,4.0
94,3.4
95,4.0
96,3.7
97,3.8
98,3.4
99,3.2
100,3.6
101,3.8
102,3.7
103,3.8
104,3.8
105,4.0
106,3.9
107,4.0
108,3.5
109,4.0
110,3.8
111,3.3
112,3.2
113,4.0
114,3.5
115,3.2
116,3.5
117,3.9
118,3.4
119,3.8
120,3.5
121,4.0
122,4.0
123,3.3
124,4.0
125,4.0
126,3.8
127,3.6
128,3.6
129,3.9
130,4.0
131,4.0
132,3.5
133,3.3
134,3.8
135,3.9
136,3.6
137,3.0
138,3.7
139,4.0
140,3.9
141,4.0
142,3.9
143,3.6
144,3.7
145,3.8
146,3.9
147,3.5
148,3.6
149,3.3
150,3.8
151,3.9
152,3.6
153,3.7
154,3.5
155,3.7
156,3.9
157,3.6
158,3.1
159,3.7
160,2.9
161,3.0
162,3.8
163,4.0
164,4.0
165,3.8
166,3.7
167,4.0
168,3.7
169,3.8
170,3.8
171,3.9
172,3.9
173,4.0
174,3.6
175,3.8
176,3.9
177,3.7
178,4.0
179,3.8
180,3.6
181,3.7
182,3.8
183,3.7
184,3.5
185,3.8
186,3.9
187,3.9
188,3.5
189,3.7
190,3.3
191,3.5
192,3.6
193,3.9
194,3.7
195,4.0
196,4.0
197,3.3
198,2.9
199,3.8
200,4.0
