Epoch,Individual Income
1,0.6
2,1.6
3,1.5
4,2.1
5,0.9
6,0.7
7,0.6
8,0.7
9,1.6
10,1.0
11,0.9
12,0.8
13,0.7
14,0.9
15,1.4
16,0.6
17,0.6
18,0.6
19,1.1
20,0.9
21,1.4
22,0.6
23,0.9
24,0.6
25,1.0
26,0.4
27,0.7
28,0.6
29,0.9
30,0.5
31,1.6
32,0.7
33,1.1
34,0.8
35,0.9
36,0.7
37,0.1
38,0.5
39,0.9
40,1.2
41,0.6
42,1.1
43,0.9
44,0.4
45,0.7
46,0.6
47,0.3
48,0.1
49,1.0
50,1.3
51,0.6
52,0.7
53,0.1
54,0.6
55,1.4
56,0.7
57,1.0
58,1.3
59,1.2
60,1.0
61,0.7
62,0.7
63,0.6
64,0.9
65,0.9
66,0.7
67,0.6
68,0.5
69,0.6
70,0.7
71,0.9
72,0.8
73,1.0
74,1.2
75,1.0
76,0.3
77,1.2
78,0.3
79,0.6
80,0.4
81,0.9
82,0.6
83,0.9
84,0.4
85,1.3
86,0.7
87,0.7
88,0.5
89,0.4
90,0.3
91,0.3
92,0.9
93,1.5
94,0.6
95,0.7
96,1.4
97,0.8
98,0.6
99,0.6
100,0.9
101,0.7
102,0.9
103,1.0
104,0.8
105,1.2
106,0.6
107,0.8
108,0.8
109,0.9
110,0.7
111,1.2
112,1.3
113,0.3
114,0.5
115,0.8
116,0.7
117,0.7
118,0.9
119,0.7
120,0.8
121,0.8
122,1.0
123,0.9
124,1.0
125,0.9
126,1.5
127,1.3
128,1.2
129,0.6
130,0.7
131,0.3
132,0.6
133,1.1
134,0.6
135,0.9
136,0.7
137,0.6
138,0.7
139,1.0
140,0.9
141,0.9
142,1.4
143,1.6
144,0.6
145,0.9
146,0.4
147,0.6
148,0.2
149,0.7
150,0.6
151,0.5
152,0.8
153,1.0
154,0.5
155,0.8
156,1.1
157,1.1
158,0.3
159,0.7
160,1.0
161,0.7
162,0.9
163,0.9
164,0.9
165,0.8
166,0.7
167,1.4
168,1.4
169,0.3
170,1.0
171,0.6
172,1.0
173,0.5
174,0.8
175,0.2
176,0.6
177,0.8
178,0.5
179,0.9
180,0.9
181,0.7
182,1.2
183,0.8
184,0.6
185,1.0
186,0.4
187,1.1
188,1.2
189,0.9
190,1.0
191,1.4
192,1.0
193,0.2
194,0.9
195,0.8
196,0.2
197,1.0
198,0.8
199,0.9
200,1.0
