Epoch,Individual Income
1,2.7
2,2.1
3,2.7
4,2.8
5,2.5
6,2.8
7,2.4
8,3.3
9,3.8
10,3.8
11,3.4
12,3.9
13,3.7
14,3.5
15,3.3
16,3.9
17,3.9
18,3.9
19,3.9
20,3.8
21,3.5
22,3.9
23,3.3
24,3.9
25,3.6
26,3.5
27,4.0
28,3.7
29,3.8
30,3.9
31,3.7
32,3.1
33,4.0
34,3.8
35,3.2
36,3.5
37,3.7
38,3.8
39,3.9
40,3.6
41,3.6
42,3.8
43,3.7
44,3.6
45,3.7
46,3.4
47,3.8
48,3.8
49,3.6
50,3.9
51,3.8
52,3.9
53,3.8
54,3.8
55,3.9
56,4.0
57,3.9
58,3.8
59,4.0
60,3.9
61,3.6
62,4.0
63,3.7
64,3.8
65,3.9
66,3.9
67,3.7
68,3.3
69,3.7
70,3.8
71,3.8
72,3.9
73,3.5
74,3.8
75,3.8
76,3.9
77,4.0
78,3.4
79,3.8
80,3.9
81,3.6
82,3.1
83,3.9
84,3.9
85,3.7
86,3.8
87,3.8
88,3.9
89,3.4
90,3.4
91,3.4
92,3.8
93,3.6
94,3.9
95,3.5
96,3.8
97,3.5
98,3.8
99,3.7
100,3.9
101,3.7
102,3.9
103,3.8
104,3.8
105,3.4
106,3.6
107,3.9
108,3.3
109,3.7
110,3.6
111,3.9
112,3.9
113,3.7
114,4.0
115,3.8
116,3.8
117,3.8
118,4.0
119,3.7
120,4.0
121,3.7
122,3.7
123,4.0
124,3.8
125,3.8
126,3.4
127,3.9
128,3.7
129,3.7
130,3.8
131,4.0
132,3.9
133,4.0
134,3.6
135,3.7
136,3.8
137,3.7
138,3.9
139,3.9
140,4.0
141,3.8
142,3.9
143,4.0
144,3.9
145,3.9
146,3.8
147,3.9
148,4.0
149,3.9
150,3.5
151,3.8
152,3.8
153,3.8
154,3.7
155,3.8
156,3.9
157,3.8
158,4.0
159,3.7
160,3.8
161,3.8
162,3.7
163,3.5
164,3.8
165,3.8
166,3.8
167,3.7
168,3.2
169,3.6
170,3.6
171,3.9
172,4.0
173,3.8
174,3.8
175,3.7
176,3.9
177,3.8
178,3.8
179,3.6
180,3.8
181,3.9
182,4.0
183,4.0
184,3.7
185,3.6
186,3.8
187,3.7
188,3.4
189,3.8
190,3.4
191,4.0
192,3.7
193,4.0
194,3.7
195,3.8
196,3.7
197,3.7
198,3.6
199,3.4
200,3.7
