Epoch,Individual Income
1,1.9
2,2.5
3,2.5
4,3.0
5,2.6
6,3.0
7,2.8
8,2.8
9,3.0
10,2.8
11,2.9
12,2.7
13,2.8
14,2.7
15,2.8
16,2.8
17,2.8
18,2.8
19,3.0
20,2.9
21,3.0
22,2.6
23,3.2
24,3.5
25,3.0
26,2.8
27,3.0
28,3.1
29,2.9
30,3.3
31,2.6
32,2.6
33,3.1
34,2.9
35,2.9
36,3.2
37,2.9
38,3.1
39,2.9
40,3.2
41,3.0
42,2.7
43,3.1
44,3.0
45,3.0
46,3.2
47,2.9
48,3.0
49,3.1
50,2.9
51,2.0
52,3.0
53,3.1
54,3.0
55,3.2
56,2.8
57,2.7
58,3.0
59,2.9
60,3.3
61,3.2
62,2.9
63,2.9
64,3.0
65,3.0
66,3.4
67,2.9
68,3.0
69,3.0
70,3.4
71,3.0
72,3.1
73,3.3
74,2.5
75,3.7
76,2.6
77,3.1
78,2.7
79,2.9
80,3.3
81,2.9
82,2.9
83,2.9
84,2.6
85,2.8
86,3.3
87,2.9
88,2.8
89,3.0
90,2.6
91,3.6
92,3.7
93,3.7
94,2.8
95,2.9
96,2.9
97,2.7
98,3.0
99,3.2
100,3.2
101,2.7
102,2.7
103,3.6
104,3.4
105,3.6
106,3.0
107,3.0
108,3.4
109,3.0
110,3.1
111,2.8
112,3.1
113,3.3
114,3.8
115,3.4
116,3.0
117,3.5
118,3.3
119,3.0
120,2.9
121,3.0
122,3.0
123,2.8
124,3.0
125,2.8
126,2.9
127,2.9
128,3.1
129,3.0
130,2.9
131,3.2
132,2.9
133,2.7
134,3.2
135,2.6
136,3.0
137,3.2
138,2.8
139,3.4
140,3.3
141,2.9
142,3.4
143,3.5
144,3.0
145,3.3
146,2.7
147,3.0
148,3.0
149,2.9
150,3.1
151,2.7
152,2.9
153,2.7
154,2.7
155,2.8
156,2.8
157,3.6
158,3.1
159,3.1
160,3.0
161,3.0
162,3.2
163,3.5
164,2.9
165,2.9
166,3.6
167,3.0
168,3.3
169,2.9
170,2.7
171,2.8
172,3.0
173,2.9
174,2.6
175,3.2
176,2.4
177,3.3
178,3.6
179,3.3
180,2.9
181,2.8
182,2.8
183,2.9
184,3.0
185,2.7
186,3.8
187,2.7
188,3.4
189,3.4
190,3.0
191,3.7
192,3.1
193,2.7
194,2.6
195,2.8
196,3.0
197,3.0
198,3.2
199,2.5
200,3.0
