Epoch,Individual Income
1,2.2
2,2.1
3,2.8
4,3.4
5,2.7
6,2.8
7,3.0
8,3.4
9,3.4
10,3.6
11,2.6
12,2.9
13,3.3
14,3.6
15,3.3
16,3.1
17,3.5
18,2.7
19,3.7
20,3.7
21,3.4
22,2.7
23,2.8
24,3.4
25,3.6
26,3.1
27,3.7
28,3.6
29,3.2
30,3.0
31,3.2
32,3.7
33,3.5
34,3.4
35,3.7
36,3.7
37,3.4
38,3.7
39,3.2
40,3.5
41,3.3
42,3.7
43,3.0
44,3.4
45,3.7
46,3.5
47,3.8
48,3.4
49,3.4
50,3.4
51,3.1
52,3.4
53,3.6
54,3.6
55,3.6
56,3.3
57,3.5
58,3.5
59,3.5
60,3.3
61,3.4
62,3.6
63,1.8
64,3.2
65,3.6
66,2.5
67,3.0
68,2.8
69,3.7
70,3.7
71,3.6
72,2.9
73,3.6
74,3.6
75,3.1
76,3.6
77,3.7
78,3.4
79,3.5
80,3.6
81,3.6
82,2.3
83,3.5
84,3.4
85,2.5
86,3.6
87,3.5
88,3.5
89,3.4
90,3.4
91,3.4
92,3.6
93,3.7
94,3.1
95,3.2
96,3.3
97,3.1
98,2.8
99,3.2
100,3.5
101,3.6
102,3.4
103,3.7
104,3.6
105,3.7
106,3.4
107,3.4
108,3.3
109,3.0
110,3.3
111,3.7
112,3.3
113,3.7
114,3.6
115,3.5
116,3.4
117,3.5
118,3.3
119,3.7
120,3.4
121,2.8
122,3.4
123,3.3
124,3.4
125,3.1
126,3.5
127,3.6
128,3.2
129,3.7
130,3.3
131,2.3
132,3.3
133,3.4
134,3.3
135,3.8
136,3.3
137,3.7
138,3.3
139,3.7
140,3.7
141,3.5
142,3.4
143,3.7
144,2.7
145,3.6
146,3.7
147,3.0
148,3.5
149,3.7
150,3.1
151,3.6
152,3.4
153,3.7
154,3.4
155,3.3
156,3.7
157,3.3
158,3.3
159,3.6
160,3.4
161,3.4
162,3.3
163,3.0
164,3.2
165,3.3
166,3.8
167,3.5
168,3.0
169,3.6
170,3.6
171,3.0
172,3.5
173,3.2
174,3.4
175,3.5
176,3.2
177,2.8
178,3.2
179,3.6
180,3.7
181,3.4
182,3.4
183,3.6
184,3.7
185,3.3
186,3.3
187,3.6
188,3.3
189,3.3
190,3.6
191,3.3
192,3.7
193,3.2
194,3.7
195,3.4
196,3.7
197,2.7
198,3.3
199,3.2
200,3.3
