Epoch,Individual Income
1,1.9
2,2.1
3,2.8
4,2.3
5,2.6
6,3.3
7,3.8
8,3.6
9,3.0
10,3.5
11,2.7
12,2.7
13,2.9
14,2.8
15,2.8
16,3.3
17,2.8
18,3.5
19,3.3
20,2.8
21,2.9
22,3.3
23,3.4
24,3.1
25,2.8
26,3.1
27,3.4
28,2.7
29,3.1
30,3.6
31,3.3
32,2.7
33,3.2
34,3.3
35,3.1
36,2.7
37,3.5
38,2.6
39,3.3
40,2.6
41,2.8
42,3.0
43,2.7
44,2.7
45,3.4
46,2.7
47,3.2
48,2.8
49,2.6
50,3.4
51,2.7
52,3.0
53,3.3
54,2.9
55,2.7
56,3.1
57,2.7
58,3.3
59,3.6
60,3.6
61,2.9
62,2.8
63,3.0
64,3.1
65,3.8
66,2.8
67,2.7
68,2.7
69,3.2
70,2.8
71,2.8
72,3.6
73,3.0
74,3.0
75,3.2
76,3.3
77,3.6
78,3.4
79,3.1
80,2.8
81,2.7
82,2.7
83,3.1
84,2.9
85,3.5
86,3.2
87,3.7
88,2.8
89,3.1
90,3.2
91,2.6
92,3.2
93,2.8
94,2.7
95,2.6
96,2.7
97,2.7
98,3.0
99,3.7
100,3.2
101,3.1
102,3.4
103,2.7
104,2.8
105,2.6
106,3.2
107,3.6
108,3.5
109,2.7
110,2.7
111,2.6
112,3.2
113,2.7
114,3.0
115,2.8
116,3.3
117,2.7
118,3.0
119,2.7
120,2.5
121,2.8
122,2.5
123,2.7
124,2.8
125,2.8
126,3.5
127,2.8
128,2.8
129,3.4
130,2.6
131,3.0
132,2.7
133,2.9
134,3.7
135,3.1
136,3.2
137,3.0
138,2.7
139,2.7
140,2.7
141,2.8
142,3.3
143,3.8
144,2.8
145,2.8
146,2.8
147,3.5
148,3.3
149,2.7
150,3.6
151,2.6
152,3.8
153,3.3
154,3.2
155,2.8
156,2.9
157,3.5
158,2.8
159,3.4
160,3.0
161,3.0
162,2.7
163,3.5
164,2.8
165,3.6
166,3.3
167,2.7
168,3.4
169,3.2
170,3.8
171,3.6
172,3.4
173,2.9
174,3.6
175,3.0
176,2.2
177,3.8
178,2.7
179,3.2
180,3.0
181,3.8
182,3.7
183,3.1
184,2.7
185,3.3
186,3.4
187,3.2
188,2.6
189,3.3
190,3.2
191,3.1
192,3.3
193,2.9
194,3.1
195,3.6
196,2.8
197,3.7
198,3.0
199,3.2
200,3.2
