Epoch,Individual Income
1,1.9
2,2.4
3,3.1
4,2.4
5,2.6
6,3.9
7,3.7
8,3.9
9,2.9
10,3.9
11,3.3
12,2.8
13,3.7
14,3.6
15,3.9
16,3.7
17,3.3
18,3.9
19,3.7
20,3.0
21,2.5
22,2.9
23,2.9
24,3.3
25,3.9
26,3.6
27,3.7
28,2.7
29,3.7
30,2.9
31,3.9
32,3.4
33,3.5
34,3.0
35,3.2
36,2.9
37,3.1
38,3.9
39,3.3
40,3.5
41,3.5
42,3.3
43,3.0
44,3.6
45,3.9
46,3.4
47,3.6
48,3.0
49,3.7
50,3.2
51,3.5
52,3.8
53,3.9
54,3.3
55,3.9
56,3.9
57,3.6
58,3.5
59,3.6
60,3.7
61,3.5
62,3.5
63,3.7
64,3.9
65,3.2
66,3.2
67,3.8
68,2.8
69,3.0
70,3.8
71,3.8
72,3.6
73,3.2
74,3.9
75,3.5
76,3.6
77,3.7
78,3.5
79,3.5
80,3.1
81,3.7
82,3.6
83,3.5
84,2.5
85,3.7
86,3.9
87,3.1
88,3.8
89,3.1
90,3.6
91,3.9
92,3.8
93,3.7
94,3.8
95,3.1
96,3.6
97,3.9
98,3.4
99,3.6
100,3.2
101,3.4
102,3.2
103,3.9
104,3.7
105,3.5
106,3.5
107,3.7
108,3.9
109,3.7
110,3.8
111,3.7
112,3.7
113,3.0
114,3.4
115,3.7
116,3.6
117,2.6
118,3.9
119,3.4
120,3.7
121,3.9
122,3.9
123,2.4
124,3.5
125,3.8
126,3.3
127,3.8
128,3.7
129,3.5
130,3.7
131,4.0
132,4.0
133,3.9
134,3.5
135,3.7
136,3.6
137,3.7
138,3.9
139,3.4
140,3.6
141,3.5
142,3.8
143,3.9
144,3.6
145,3.8
146,3.6
147,3.7
148,3.5
149,3.8
150,3.7
151,3.4
152,3.6
153,3.5
154,2.7
155,3.5
156,3.7
157,3.5
158,3.7
159,3.8
160,3.3
161,3.9
162,3.5
163,3.7
164,3.8
165,3.5
166,3.0
167,3.6
168,3.8
169,3.4
170,3.4
171,3.7
172,3.7
173,3.5
174,3.9
175,3.5
176,3.5
177,3.5
178,3.6
179,3.6
180,3.7
181,3.5
182,3.7
183,3.6
184,3.5
185,3.3
186,3.5
187,3.7
188,3.6
189,3.8
190,3.7
191,3.9
192,3.7
193,3.6
194,3.1
195,3.5
196,3.3
197,3.8
198,3.0
199,3.6
200,3.6
