Epoch,Cooperation Rate
1,0.6
2,0.35
3,0.1
4,0.0
5,0.05
6,0.0
7,0.0
8,0.075
9,0.1
10,0.05
11,0.075
12,0.15
13,0.075
14,0.1
15,0.0
16,0.025
17,0.05
18,0.05
19,0.0
20,0.025
21,0.025
22,0.2
23,0.1
24,0.05
25,0.025
26,0.025
27,0.025
28,0.0
29,0.1
30,0.05
31,0.025
32,0.075
33,0.05
34,0.0
35,0.075
36,0.05
37,0.025
38,0.075
39,0.075
40,0.025
41,0.05
42,0.05
43,0.075
44,0.125
45,0.025
46,0.025
47,0.05
48,0.0
49,0.025
50,0.125
51,0.025
52,0.025
53,0.05
54,0.025
55,0.075
56,0.05
57,0.0
58,0.025
59,0.075
60,0.0
61,0.075
62,0.025
63,0.05
64,0.025
65,0.05
66,0.2
67,0.0
68,0.075
69,0.025
70,0.0
71,0.025
72,0.1
73,0.05
74,0.0
75,0.05
76,0.05
77,0.075
78,0.075
79,0.0
80,0.05
81,0.05
82,0.025
83,0.075
84,0.075
85,0.1
86,0.1
87,0.025
88,0.0
89,0.075
90,0.05
91,0.1
92,0.025
93,0.075
94,0.025
95,0.05
96,0.0
97,0.0
98,0.025
99,0.0
100,0.025
101,0.025
102,0.1
103,0.075
104,0.175
105,0.1
106,0.075
107,0.025
108,0.025
109,0.025
110,0.05
111,0.075
112,0.125
113,0.075
114,0.0
115,0.05
116,0.1
117,0.05
118,0.075
119,0.05
120,0.075
121,0.025
122,0.125
123,0.125
124,0.05
125,0.05
126,0.025
127,0.05
128,0.075
129,0.075
130,0.0
131,0.075
132,0.025
133,0.05
134,0.1
135,0.075
136,0.0
137,0.025
138,0.1
139,0.0
140,0.05
141,0.025
142,0.1
143,0.025
144,0.025
145,0.05
146,0.0
147,0.025
148,0.075
149,0.0
150,0.0
151,0.025
152,0.025
153,0.075
154,0.1
155,0.075
156,0.075
157,0.05
158,0.075
159,0.05
160,0.025
161,0.075
162,0.0
163,0.025
164,0.05
165,0.1
166,0.025
167,0.025
168,0.075
169,0.025
170,0.025
171,0.075
172,0.025
173,0.025
174,0.0
175,0.075
176,0.025
177,0.1
178,0.15
179,0.0
180,0.025
181,0.0
182,0.05
183,0.0
184,0.05
185,0.075
186,0.1
187,0.05
188,0.1
189,0.075
190,0.025
191,0.025
192,0.05
193,0.075
194,0.05
195,0.075
196,0.025
197,0.0
198,0.05
199,0.075
200,0.05
