Epoch,Cooperation Rate
1,0.525
2,0.4
3,0.125
4,0.05
5,0.1
6,0.025
7,0.025
8,0.1
9,0.25
10,0.075
11,0.175
12,0.15
13,0.025
14,0.05
15,0.075
16,0.025
17,0.025
18,0.05
19,0.05
20,0.1
21,0.0
22,0.075
23,0.05
24,0.025
25,0.05
26,0.075
27,0.1
28,0.05
29,0.025
30,0.1
31,0.05
32,0.0
33,0.1
34,0.125
35,0.025
36,0.05
37,0.075
38,0.025
39,0.05
40,0.05
41,0.05
42,0.125
43,0.075
44,0.1
45,0.025
46,0.15
47,0.05
48,0.125
49,0.1
50,0.175
51,0.025
52,0.05
53,0.0
54,0.075
55,0.025
56,0.05
57,0.025
58,0.0
59,0.1
60,0.1
61,0.05
62,0.15
63,0.0
64,0.025
65,0.05
66,0.1
67,0.025
68,0.05
69,0.05
70,0.05
71,0.075
72,0.075
73,0.075
74,0.025
75,0.075
76,0.025
77,0.0
78,0.025
79,0.05
80,0.025
81,0.075
82,0.05
83,0.05
84,0.05
85,0.05
86,0.025
87,0.075
88,0.075
89,0.05
90,0.025
91,0.05
92,0.1
93,0.1
94,0.075
95,0.025
96,0.025
97,0.0
98,0.025
99,0.05
100,0.05
101,0.075
102,0.025
103,0.025
104,0.1
105,0.075
106,0.075
107,0.1
108,0.125
109,0.025
110,0.025
111,0.075
112,0.0
113,0.05
114,0.125
115,0.05
116,0.025
117,0.075
118,0.025
119,0.1
120,0.0
121,0.05
122,0.075
123,0.0
124,0.05
125,0.075
126,0.0
127,0.1
128,0.05
129,0.05
130,0.05
131,0.05
132,0.025
133,0.0
134,0.0
135,0.075
136,0.05
137,0.05
138,0.025
139,0.025
140,0.025
141,0.05
142,0.05
143,0.075
144,0.075
145,0.025
146,0.05
147,0.05
148,0.025
149,0.075
150,0.0
151,0.05
152,0.05
153,0.0
154,0.075
155,0.05
156,0.025
157,0.025
158,0.1
159,0.1
160,0.1
161,0.1
162,0.05
163,0.075
164,0.05
165,0.075
166,0.0
167,0.0
168,0.2
169,0.025
170,0.025
171,0.025
172,0.025
173,0.05
174,0.05
175,0.075
176,0.05
177,0.075
178,0.05
179,0.025
180,0.1
181,0.025
182,0.05
183,0.025
184,0.05
185,0.075
186,0.075
187,0.0
188,0.025
189,0.1
190,0.075
191,0.1
192,0.05
193,0.025
194,0.0
195,0.075
196,0.075
197,0.075
198,0.025
199,0.075
200,0.025
