Epoch,Cooperation Rate
1,0.5
2,0.125
3,0.15
4,0.075
5,0.05
6,0.05
7,0.1
8,0.05
9,0.05
10,0.0
11,0.075
12,0.025
13,0.025
14,0.05
15,0.05
16,0.225
17,0.225
18,0.05
19,0.05
20,0.025
21,0.375
22,0.1
23,0.05
24,0.05
25,0.025
26,0.0
27,0.05
28,0.025
29,0.05
30,0.05
31,0.0
32,0.125
33,0.0
34,0.05
35,0.025
36,0.0
37,0.0
38,0.0
39,0.05
40,0.1
41,0.025
42,0.025
43,0.0
44,0.05
45,0.025
46,0.0
47,0.1
48,0.025
49,0.25
50,0.0
51,0.0
52,0.025
53,0.025
54,0.075
55,0.075
56,0.1
57,0.0
58,0.125
59,0.025
60,0.125
61,0.05
62,0.025
63,0.0
64,0.075
65,0.0
66,0.0
67,0.0
68,0.075
69,0.025
70,0.075
71,0.025
72,0.125
73,0.025
74,0.025
75,0.025
76,0.1
77,0.075
78,0.05
79,0.025
80,0.025
81,0.1
82,0.1
83,0.05
84,0.025
85,0.075
86,0.025
87,0.075
88,0.075
89,0.025
90,0.05
91,0.05
92,0.075
93,0.075
94,0.05
95,0.05
96,0.075
97,0.025
98,0.025
99,0.025
100,0.075
101,0.075
102,0.0
103,0.075
104,0.1
105,0.075
106,0.1
107,0.05
108,0.1
109,0.05
110,0.025
111,0.025
112,0.025
113,0.0
114,0.075
115,0.025
116,0.025
117,0.025
118,0.05
119,0.05
120,0.0
121,0.025
122,0.075
123,0.075
124,0.05
125,0.075
126,0.05
127,0.05
128,0.05
129,0.0
130,0.025
131,0.025
132,0.025
133,0.1
134,0.0
135,0.075
136,0.1
137,0.1
138,0.1
139,0.075
140,0.05
141,0.0
142,0.0
143,0.05
144,0.0
145,0.025
146,0.025
147,0.075
148,0.05
149,0.0
150,0.075
151,0.025
152,0.15
153,0.0
154,0.175
155,0.025
156,0.075
157,0.05
158,0.05
159,0.05
160,0.05
161,0.025
162,0.05
163,0.075
164,0.025
165,0.025
166,0.05
167,0.05
168,0.05
169,0.1
170,0.075
171,0.1
172,0.0
173,0.025
174,0.05
175,0.025
176,0.025
177,0.05
178,0.025
179,0.05
180,0.05
181,0.075
182,0.1
183,0.125
184,0.15
185,0.075
186,0.0
187,0.05
188,0.05
189,0.025
190,0.025
191,0.05
192,0.1
193,0.025
194,0.025
195,0.0
196,0.125
197,0.05
198,0.075
199,0.0
200,0.0
