Epoch,Cooperation Rate
1,0.425
2,0.425
3,0.325
4,0.05
5,0.15
6,0.075
7,0.05
8,0.125
9,0.05
10,0.2
11,0.0
12,0.0
13,0.025
14,0.025
15,0.05
16,0.025
17,0.0
18,0.025
19,0.05
20,0.025
21,0.025
22,0.025
23,0.05
24,0.075
25,0.075
26,0.15
27,0.1
28,0.075
29,0.075
30,0.15
31,0.075
32,0.075
33,0.2
34,0.05
35,0.125
36,0.075
37,0.0
38,0.1
39,0.175
40,0.05
41,0.1
42,0.075
43,0.075
44,0.05
45,0.025
46,0.025
47,0.025
48,0.025
49,0.05
50,0.025
51,0.025
52,0.05
53,0.075
54,0.025
55,0.075
56,0.025
57,0.0
58,0.05
59,0.075
60,0.125
61,0.125
62,0.075
63,0.025
64,0.05
65,0.1
66,0.05
67,0.025
68,0.05
69,0.025
70,0.075
71,0.025
72,0.05
73,0.025
74,0.05
75,0.075
76,0.025
77,0.0
78,0.025
79,0.05
80,0.1
81,0.075
82,0.125
83,0.025
84,0.1
85,0.0
86,0.025
87,0.05
88,0.025
89,0.075
90,0.05
91,0.025
92,0.05
93,0.025
94,0.05
95,0.075
96,0.05
97,0.05
98,0.025
99,0.025
100,0.075
101,0.025
102,0.0
103,0.05
104,0.025
105,0.05
106,0.1
107,0.1
108,0.025
109,0.025
110,0.05
111,0.025
112,0.05
113,0.075
114,0.05
115,0.025
116,0.05
117,0.075
118,0.025
119,0.05
120,0.05
121,0.025
122,0.05
123,0.05
124,0.125
125,0.1
126,0.175
127,0.025
128,0.075
129,0.05
130,0.025
131,0.0
132,0.075
133,0.1
134,0.075
135,0.025
136,0.05
137,0.075
138,0.05
139,0.05
140,0.05
141,0.05
142,0.1
143,0.125
144,0.0
145,0.05
146,0.025
147,0.0
148,0.05
149,0.05
150,0.075
151,0.025
152,0.05
153,0.025
154,0.025
155,0.05
156,0.125
157,0.05
158,0.025
159,0.05
160,0.0
161,0.05
162,0.075
163,0.025
164,0.025
165,0.05
166,0.05
167,0.05
168,0.1
169,0.025
170,0.025
171,0.1
172,0.025
173,0.05
174,0.0
175,0.025
176,0.05
177,0.025
178,0.05
179,0.075
180,0.1
181,0.025
182,0.1
183,0.1
184,0.025
185,0.05
186,0.025
187,0.025
188,0.025
189,0.05
190,0.0
191,0.075
192,0.025
193,0.1
194,0.05
195,0.025
196,0.025
197,0.05
198,0.05
199,0.05
200,0.075
