Epoch,Cooperation Rate
1,0.375
2,0.4
3,0.275
4,0.075
5,0.05
6,0.05
7,0.05
8,0.275
9,0.0
10,0.2
11,0.05
12,0.025
13,0.1
14,0.125
15,0.1
16,0.15
17,0.05
18,0.125
19,0.05
20,0.1
21,0.15
22,0.025
23,0.1
24,0.15
25,0.05
26,0.05
27,0.05
28,0.125
29,0.025
30,0.05
31,0.075
32,0.025
33,0.0
34,0.025
35,0.0
36,0.05
37,0.0
38,0.0
39,0.025
40,0.075
41,0.125
42,0.075
43,0.025
44,0.05
45,0.025
46,0.0
47,0.05
48,0.025
49,0.025
50,0.025
51,0.075
52,0.125
53,0.05
54,0.1
55,0.0
56,0.05
57,0.0
58,0.0
59,0.05
60,0.025
61,0.025
62,0.025
63,0.075
64,0.05
65,0.025
66,0.0
67,0.025
68,0.05
69,0.0
70,0.0
71,0.1
72,0.025
73,0.05
74,0.075
75,0.1
76,0.025
77,0.05
78,0.025
79,0.025
80,0.075
81,0.025
82,0.075
83,0.025
84,0.0
85,0.1
86,0.075
87,0.05
88,0.0
89,0.05
90,0.1
91,0.05
92,0.025
93,0.025
94,0.075
95,0.05
96,0.15
97,0.0
98,0.05
99,0.025
100,0.15
101,0.0
102,0.025
103,0.025
104,0.0
105,0.025
106,0.075
107,0.0
108,0.05
109,0.05
110,0.05
111,0.0
112,0.075
113,0.075
114,0.075
115,0.0
116,0.05
117,0.05
118,0.075
119,0.025
120,0.025
121,0.1
122,0.075
123,0.05
124,0.1
125,0.05
126,0.0
127,0.075
128,0.1
129,0.025
130,0.0
131,0.075
132,0.075
133,0.025
134,0.05
135,0.0
136,0.05
137,0.025
138,0.025
139,0.025
140,0.025
141,0.075
142,0.0
143,0.05
144,0.05
145,0.075
146,0.075
147,0.025
148,0.025
149,0.1
150,0.05
151,0.05
152,0.05
153,0.05
154,0.05
155,0.025
156,0.05
157,0.025
158,0.025
159,0.025
160,0.075
161,0.0
162,0.1
163,0.075
164,0.1
165,0.075
166,0.125
167,0.05
168,0.0
169,0.05
170,0.075
171,0.075
172,0.025
173,0.025
174,0.025
175,0.025
176,0.025
177,0.025
178,0.075
179,0.025
180,0.05
181,0.025
182,0.05
183,0.05
184,0.075
185,0.025
186,0.025
187,0.05
188,0.1
189,0.05
190,0.05
191,0.0
192,0.05
193,0.075
194,0.075
195,0.075
196,0.025
197,0.025
198,0.025
199,0.0
200,0.125
