Epoch,Cooperation Rate
1,0.4
2,0.425
3,0.225
4,0.025
5,0.225
6,0.025
7,0.025
8,0.1
9,0.05
10,0.05
11,0.075
12,0.05
13,0.05
14,0.025
15,0.025
16,0.025
17,0.15
18,0.025
19,0.075
20,0.075
21,0.1
22,0.05
23,0.05
24,0.05
25,0.075
26,0.075
27,0.075
28,0.025
29,0.05
30,0.075
31,0.025
32,0.05
33,0.0
34,0.05
35,0.025
36,0.05
37,0.05
38,0.025
39,0.075
40,0.025
41,0.05
42,0.05
43,0.05
44,0.025
45,0.025
46,0.075
47,0.05
48,0.025
49,0.05
50,0.05
51,0.05
52,0.0
53,0.025
54,0.05
55,0.025
56,0.0
57,0.1
58,0.025
59,0.0
60,0.075
61,0.025
62,0.05
63,0.05
64,0.075
65,0.025
66,0.025
67,0.025
68,0.075
69,0.075
70,0.05
71,0.05
72,0.025
73,0.025
74,0.05
75,0.0
76,0.025
77,0.025
78,0.075
79,0.1
80,0.05
81,0.05
82,0.025
83,0.075
84,0.05
85,0.025
86,0.0
87,0.075
88,0.05
89,0.0
90,0.025
91,0.05
92,0.05
93,0.0
94,0.05
95,0.1
96,0.075
97,0.0
98,0.0
99,0.025
100,0.025
101,0.05
102,0.0
103,0.0
104,0.125
105,0.025
106,0.025
107,0.05
108,0.1
109,0.025
110,0.025
111,0.075
112,0.075
113,0.0
114,0.075
115,0.025
116,0.025
117,0.05
118,0.05
119,0.075
120,0.1
121,0.125
122,0.025
123,0.05
124,0.025
125,0.025
126,0.025
127,0.05
128,0.05
129,0.025
130,0.025
131,0.025
132,0.025
133,0.05
134,0.075
135,0.05
136,0.05
137,0.125
138,0.15
139,0.05
140,0.0
141,0.025
142,0.075
143,0.05
144,0.025
145,0.025
146,0.0
147,0.05
148,0.05
149,0.025
150,0.05
151,0.05
152,0.0
153,0.125
154,0.125
155,0.0
156,0.075
157,0.025
158,0.0
159,0.025
160,0.0
161,0.075
162,0.075
163,0.025
164,0.025
165,0.075
166,0.125
167,0.1
168,0.025
169,0.0
170,0.05
171,0.125
172,0.05
173,0.075
174,0.025
175,0.05
176,0.025
177,0.05
178,0.0
179,0.025
180,0.025
181,0.05
182,0.025
183,0.15
184,0.075
185,0.025
186,0.05
187,0.025
188,0.075
189,0.025
190,0.05
191,0.025
192,0.05
193,0.1
194,0.025
195,0.025
196,0.05
197,0.05
198,0.05
199,0.025
200,0.1
