Epoch,Gini Coefficient
1,0.25
2,0.15789473684210525
3,0.3333333333333333
4,0.3333333333333333
5,0.0
6,0.0
7,0.0
8,1.0
9,1.0
10,1.0
11,0.0
12,0.0
13,0.0
14,1.0
15,0.3333333333333333
16,1.0
17,0.3333333333333333
18,0.3333333333333333
19,1.0
20,1.0
21,1.0
22,0.6
23,0.3333333333333333
24,0.0
25,1.0
26,0.0
27,1.0
28,1.0
29,1.0
30,0.0
31,1.0
32,1.0
33,0.0
34,1.0
35,1.0
36,1.0
37,1.0
38,0.5
39,1.0
40,0.3333333333333333
41,0.0
42,1.0
43,0.0
44,0.0
45,1.0
46,1.0
47,1.0
48,0.0
49,0.0
50,0.0
51,1.0
52,1.0
53,0.0
54,1.0
55,1.0
56,0.0
57,0.2
58,0.0
59,1.0
60,0.0
61,1.0
62,0.3333333333333333
63,0.0
64,1.0
65,1.0
66,0.3333333333333333
67,1.0
68,0.5
69,0.0
70,0.0
71,0.3333333333333333
72,0.0
73,1.0
74,0.0
75,0.3333333333333333
76,1.0
77,1.0
78,1.0
79,0.6
80,0.0
81,0.0
82,1.0
83,0.0
84,1.0
85,1.0
86,0.0
87,0.3333333333333333
88,1.0
89,0.0
90,0.3333333333333333
91,0.3333333333333333
92,0.3333333333333333
93,0.0
94,0.5
95,0.5
96,0.2
97,0.3333333333333333
98,1.0
99,1.0
100,1.0
101,0.0
102,1.0
103,0.0
104,0.0
105,0.0
106,0.3333333333333333
107,0.3333333333333333
108,0.0
109,1.0
110,0.6
111,0.3333333333333333
112,1.0
113,0.0
114,0.0
115,1.0
116,0.0
117,1.0
118,0.3333333333333333
119,1.0
120,0.3333333333333333
121,0.0
122,0.0
123,0.0
124,1.0
125,0.0
126,1.0
127,0.2
128,1.0
129,0.3333333333333333
130,0.0
131,0.2
132,0.5
133,1.0
134,1.0
135,1.0
136,0.0
137,0.3333333333333333
138,0.0
139,1.0
140,0.3333333333333333
141,1.0
142,0.0
143,0.0
144,1.0
145,0.3333333333333333
146,0.3333333333333333
147,1.0
148,1.0
149,1.0
150,1.0
151,0.0
152,0.0
153,1.0
154,0.6
155,0.0
156,0.3333333333333333
157,1.0
158,1.0
159,0.0
160,0.0
161,1.0
162,0.0
163,0.0
164,1.0
165,1.0
166,1.0
167,0.0
168,1.0
169,1.0
170,0.3333333333333333
171,1.0
172,0.3333333333333333
173,0.14285714285714285
174,0.0
175,1.0
176,0.3333333333333333
177,1.0
178,0.3333333333333333
179,0.0
180,1.0
181,1.0
182,1.0
183,0.3333333333333333
184,0.0
185,0.0
186,0.0
187,0.0
188,0.0
189,0.0
190,0.3333333333333333
191,1.0
192,1.0
193,1.0
194,1.0
195,1.0
196,0.14285714285714285
197,1.0
198,0.0
199,0.2
200,0.3333333333333333
