Epoch,Cooperation Rate
1,0.375
2,0.45
3,0.05
4,0.175
5,0.05
6,0.0
7,0.45
8,0.15
9,0.0
10,0.2
11,0.275
12,0.025
13,0.3
14,0.025
15,0.025
16,0.0
17,0.0
18,0.275
19,0.4
20,0.3
21,0.275
22,0.35
23,0.025
24,0.3
25,0.0
26,0.05
27,0.175
28,0.025
29,0.05
30,0.2
31,0.375
32,0.05
33,0.025
34,0.075
35,0.05
36,0.175
37,0.0
38,0.0
39,0.175
40,0.2
41,0.225
42,0.2
43,0.0
44,0.05
45,0.0
46,0.05
47,0.225
48,0.025
49,0.175
50,0.2
51,0.175
52,0.2
53,0.0
54,0.25
55,0.05
56,0.15
57,0.15
58,0.0
59,0.175
60,0.225
61,0.175
62,0.175
63,0.2
64,0.025
65,0.225
66,0.325
67,0.375
68,0.325
69,0.125
70,0.15
71,0.05
72,0.3
73,0.125
74,0.1
75,0.225
76,0.1
77,0.325
78,0.25
79,0.025
80,0.025
81,0.2
82,0.275
83,0.025
84,0.275
85,0.1
86,0.175
87,0.2
88,0.025
89,0.025
90,0.175
91,0.0
92,0.2
93,0.175
94,0.275
95,0.0
96,0.05
97,0.075
98,0.225
99,0.275
100,0.05
101,0.2
102,0.025
103,0.025
104,0.0
105,0.05
106,0.175
107,0.475
108,0.475
109,0.025
110,0.075
111,0.175
112,0.175
113,0.0
114,0.15
115,0.0
116,0.05
117,0.175
118,0.025
119,0.2
120,0.175
121,0.35
122,0.325
123,0.075
124,0.35
125,0.275
126,0.0
127,0.35
128,0.05
129,0.0
130,0.0
131,0.25
132,0.05
133,0.45
134,0.225
135,0.25
136,0.05
137,0.175
138,0.35
139,0.05
140,0.275
141,0.2
142,0.05
143,0.15
144,0.025
145,0.35
146,0.05
147,0.15
148,0.225
149,0.425
150,0.025
151,0.0
152,0.025
153,0.0
154,0.2
155,0.375
156,0.2
157,0.1
158,0.0
159,0.025
160,0.0
161,0.175
162,0.05
163,0.175
164,0.175
165,0.225
166,0.05
167,0.2
168,0.25
169,0.05
170,0.225
171,0.025
172,0.175
173,0.375
174,0.175
175,0.175
176,0.35
177,0.0
178,0.225
179,0.0
180,0.05
181,0.0
182,0.025
183,0.35
184,0.0
185,0.175
186,0.275
187,0.075
188,0.2
189,0.05
190,0.05
191,0.175
192,0.175
193,0.2
194,0.0
195,0.0
196,0.05
197,0.175
198,0.175
199,0.2
200,0.025
