Epoch,Cooperation Rate
1,0.725
2,0.425
3,0.65
4,0.525
5,0.275
6,0.375
7,0.875
8,0.0
9,0.0
10,0.0
11,0.575
12,0.325
13,0.025
14,0.3
15,0.0
16,0.725
17,0.6
18,0.0
19,0.0
20,0.0
21,0.0
22,0.55
23,0.125
24,0.55
25,0.7
26,0.05
27,0.475
28,0.025
29,0.65
30,0.65
31,0.275
32,0.125
33,0.0
34,0.225
35,0.275
36,0.4
37,0.5
38,0.575
39,0.175
40,0.0
41,0.25
42,0.0
43,0.65
44,0.3
45,0.0
46,0.45
47,0.45
48,0.225
49,0.725
50,0.525
51,0.525
52,0.0
53,0.625
54,0.0
55,0.45
56,0.575
57,0.475
58,0.9
59,0.175
60,0.0
61,0.5
62,0.25
63,0.675
64,0.0
65,0.0
66,0.675
67,0.6
68,0.375
69,0.475
70,0.625
71,0.475
72,0.55
73,0.0
74,0.775
75,0.0
76,0.575
77,0.0
78,0.325
79,0.325
80,0.0
81,0.0
82,0.4
83,0.75
84,0.625
85,0.375
86,0.125
87,0.625
88,0.675
89,0.05
90,0.875
91,0.475
92,0.55
93,0.425
94,0.825
95,0.0
96,0.025
97,0.35
98,0.825
99,0.5
100,0.775
101,0.45
102,0.525
103,0.0
104,0.325
105,0.6
106,0.75
107,0.9
108,0.75
109,0.475
110,0.05
111,0.425
112,0.35
113,0.3
114,0.425
115,0.525
116,0.625
117,0.525
118,0.25
119,0.6
120,0.675
121,0.525
122,0.075
123,0.7
124,0.725
125,0.225
126,0.0
127,0.8
128,0.725
129,0.475
130,0.325
131,0.55
132,0.425
133,0.825
134,0.725
135,0.675
136,0.45
137,0.0
138,0.0
139,0.2
140,0.0
141,0.4
142,0.0
143,0.925
144,0.05
145,0.55
146,0.25
147,0.3
148,0.525
149,0.45
150,0.0
151,0.075
152,0.375
153,0.325
154,0.4
155,0.625
156,0.575
157,0.325
158,0.475
159,0.075
160,0.0
161,0.0
162,0.0
163,0.5
164,0.325
165,0.55
166,0.175
167,0.0
168,0.35
169,0.5
170,0.25
171,0.325
172,0.525
173,0.0
174,0.0
175,0.075
176,0.0
177,0.0
178,0.875
179,0.675
180,0.475
181,0.575
182,0.45
183,0.25
184,0.15
185,0.5
186,0.15
187,0.0
188,0.0
189,0.0
190,0.45
191,0.525
192,0.0
193,0.55
194,0.0
195,0.3
196,0.0
197,0.85
198,0.4
199,0.7
200,0.55
