Epoch,Cooperation Rate
1,0.5
2,0.425
3,0.225
4,0.15
5,0.0
6,0.1
7,0.3
8,0.025
9,0.025
10,0.0
11,0.025
12,0.15
13,0.0
14,0.025
15,0.025
16,0.3
17,0.175
18,0.075
19,0.025
20,0.2
21,0.025
22,0.2
23,0.0
24,0.0
25,0.0
26,0.125
27,0.0
28,0.05
29,0.2
30,0.225
31,0.05
32,0.0
33,0.175
34,0.225
35,0.2
36,0.125
37,0.0
38,0.1
39,0.175
40,0.025
41,0.225
42,0.15
43,0.3
44,0.025
45,0.05
46,0.1
47,0.15
48,0.175
49,0.025
50,0.025
51,0.0
52,0.1
53,0.025
54,0.225
55,0.075
56,0.125
57,0.15
58,0.175
59,0.025
60,0.025
61,0.025
62,0.175
63,0.125
64,0.025
65,0.0
66,0.175
67,0.125
68,0.0
69,0.125
70,0.05
71,0.125
72,0.0
73,0.025
74,0.025
75,0.175
76,0.15
77,0.15
78,0.125
79,0.225
80,0.025
81,0.2
82,0.2
83,0.075
84,0.2
85,0.2
86,0.05
87,0.025
88,0.05
89,0.25
90,0.05
91,0.225
92,0.075
93,0.15
94,0.05
95,0.05
96,0.0
97,0.025
98,0.125
99,0.25
100,0.05
101,0.125
102,0.0
103,0.125
104,0.05
105,0.025
106,0.0
107,0.35
108,0.175
109,0.05
110,0.025
111,0.075
112,0.025
113,0.0
114,0.125
115,0.025
116,0.0
117,0.15
118,0.0
119,0.15
120,0.125
121,0.2
122,0.025
123,0.025
124,0.025
125,0.125
126,0.175
127,0.125
128,0.175
129,0.025
130,0.0
131,0.175
132,0.075
133,0.0
134,0.175
135,0.1
136,0.05
137,0.15
138,0.025
139,0.175
140,0.0
141,0.15
142,0.075
143,0.2
144,0.15
145,0.025
146,0.15
147,0.05
148,0.125
149,0.275
150,0.025
151,0.05
152,0.0
153,0.125
154,0.125
155,0.15
156,0.15
157,0.075
158,0.15
159,0.125
160,0.05
161,0.075
162,0.025
163,0.025
164,0.0
165,0.125
166,0.025
167,0.175
168,0.15
169,0.05
170,0.125
171,0.05
172,0.125
173,0.125
174,0.0
175,0.125
176,0.275
177,0.125
178,0.175
179,0.025
180,0.125
181,0.025
182,0.15
183,0.025
184,0.15
185,0.225
186,0.175
187,0.125
188,0.0
189,0.25
190,0.125
191,0.0
192,0.25
193,0.125
194,0.2
195,0.2
196,0.15
197,0.125
198,0.125
199,0.025
200,0.025
