Epoch,Cooperation Rate
1,0.325
2,0.1
3,0.05
4,0.1
5,0.0
6,0.05
7,0.05
8,0.025
9,0.2
10,0.05
11,0.0
12,0.05
13,0.325
14,0.075
15,0.0
16,0.1
17,0.025
18,0.3
19,0.05
20,0.0
21,0.05
22,0.25
23,0.075
24,0.025
25,0.05
26,0.05
27,0.075
28,0.175
29,0.25
30,0.075
31,0.1
32,0.025
33,0.05
34,0.025
35,0.1
36,0.1
37,0.05
38,0.025
39,0.025
40,0.075
41,0.175
42,0.15
43,0.075
44,0.075
45,0.0
46,0.075
47,0.15
48,0.025
49,0.075
50,0.0
51,0.1
52,0.05
53,0.05
54,0.05
55,0.05
56,0.0
57,0.05
58,0.125
59,0.05
60,0.05
61,0.025
62,0.025
63,0.075
64,0.275
65,0.025
66,0.05
67,0.05
68,0.025
69,0.075
70,0.075
71,0.1
72,0.075
73,0.15
74,0.125
75,0.05
76,0.15
77,0.05
78,0.05
79,0.075
80,0.025
81,0.175
82,0.025
83,0.025
84,0.025
85,0.05
86,0.05
87,0.0
88,0.075
89,0.05
90,0.075
91,0.125
92,0.0
93,0.075
94,0.075
95,0.2
96,0.0
97,0.15
98,0.05
99,0.075
100,0.05
101,0.125
102,0.075
103,0.025
104,0.025
105,0.025
106,0.05
107,0.15
108,0.3
109,0.125
110,0.025
111,0.0
112,0.1
113,0.05
114,0.025
115,0.075
116,0.1
117,0.1
118,0.025
119,0.025
120,0.0
121,0.025
122,0.1
123,0.05
124,0.075
125,0.025
126,0.0
127,0.025
128,0.075
129,0.05
130,0.025
131,0.15
132,0.025
133,0.05
134,0.05
135,0.1
136,0.05
137,0.025
138,0.0
139,0.025
140,0.025
141,0.1
142,0.075
143,0.05
144,0.0
145,0.1
146,0.0
147,0.05
148,0.075
149,0.25
150,0.075
151,0.05
152,0.075
153,0.075
154,0.1
155,0.025
156,0.025
157,0.0
158,0.025
159,0.05
160,0.0
161,0.025
162,0.075
163,0.025
164,0.0
165,0.125
166,0.025
167,0.075
168,0.0
169,0.05
170,0.025
171,0.05
172,0.025
173,0.05
174,0.1
175,0.025
176,0.05
177,0.0
178,0.05
179,0.05
180,0.025
181,0.075
182,0.0
183,0.15
184,0.075
185,0.025
186,0.05
187,0.025
188,0.075
189,0.0
190,0.175
191,0.05
192,0.1
193,0.0
194,0.1
195,0.075
196,0.05
197,0.05
198,0.05
199,0.0
200,0.2
