Epoch,Individual Income
1,2.2
2,3.0
3,3.9
4,3.9
5,3.8
6,2.7
7,3.8
8,3.7
9,3.9
10,3.1
11,4.0
12,3.9
13,2.6
14,3.6
15,4.0
16,3.6
17,3.9
18,3.9
19,3.8
20,3.9
21,4.0
22,3.8
23,3.9
24,3.6
25,3.7
26,3.9
27,4.0
28,3.9
29,3.5
30,3.8
31,3.5
32,3.9
33,4.0
34,3.9
35,4.0
36,3.8
37,3.8
38,3.9
39,4.0
40,3.8
41,3.9
42,3.6
43,4.0
44,3.8
45,3.9
46,3.7
47,3.9
48,3.6
49,4.0
50,3.9
51,3.7
52,4.0
53,3.9
54,3.8
55,3.7
56,3.9
57,4.0
58,4.0
59,3.9
60,3.6
61,3.9
62,3.9
63,4.0
64,4.0
65,3.8
66,3.7
67,3.7
68,3.9
69,3.8
70,4.0
71,3.9
72,4.0
73,3.6
74,3.9
75,3.6
76,3.9
77,3.4
78,3.5
79,3.7
80,3.8
81,3.9
82,3.8
83,3.7
84,3.7
85,4.0
86,3.7
87,3.8
88,3.9
89,3.8
90,3.9
91,3.9
92,3.7
93,4.0
94,3.6
95,4.0
96,3.8
97,3.6
98,3.8
99,3.9
100,4.0
101,4.0
102,3.9
103,3.8
104,3.9
105,3.9
106,3.9
107,3.6
108,3.8
109,3.7
110,3.9
111,3.8
112,3.8
113,3.8
114,3.9
115,3.8
116,3.6
117,3.8
118,4.0
119,3.9
120,3.8
121,3.2
122,3.7
123,4.0
124,3.6
125,3.8
126,3.8
127,3.9
128,3.9
129,3.8
130,3.9
131,3.7
132,3.8
133,3.9
134,3.7
135,3.6
136,4.0
137,3.7
138,3.8
139,3.8
140,3.8
141,3.9
142,3.9
143,3.9
144,3.7
145,3.3
146,3.8
147,3.6
148,3.7
149,3.7
150,3.9
151,3.9
152,3.7
153,4.0
154,3.8
155,3.7
156,3.9
157,4.0
158,4.0
159,3.5
160,4.0
161,3.8
162,3.8
163,3.9
164,3.9
165,3.7
166,3.9
167,3.7
168,4.0
169,3.8
170,3.8
171,3.6
172,3.8
173,3.8
174,3.6
175,3.9
176,3.9
177,3.9
178,3.4
179,3.8
180,3.6
181,3.7
182,3.7
183,3.9
184,3.9
185,3.7
186,3.7
187,3.8
188,4.0
189,3.9
190,3.9
191,4.0
192,3.6
193,3.5
194,3.8
195,3.9
196,3.9
197,3.4
198,3.8
199,3.9
200,3.4
