Epoch,Individual Income
1,2.0
2,2.4
3,3.4
4,2.9
5,3.7
6,3.8
7,3.9
8,3.5
9,3.7
10,3.9
11,3.7
12,3.9
13,3.8
14,4.0
15,3.9
16,3.9
17,3.5
18,4.0
19,3.7
20,3.9
21,3.8
22,3.7
23,3.5
24,3.9
25,3.8
26,3.2
27,4.0
28,3.7
29,3.9
30,3.5
31,3.9
32,4.0
33,3.6
34,3.9
35,3.8
36,3.7
37,3.8
38,3.6
39,3.7
40,3.6
41,3.8
42,3.6
43,3.9
44,3.9
45,3.7
46,3.7
47,3.6
48,3.9
49,3.7
50,3.8
51,3.7
52,3.9
53,3.9
54,3.7
55,3.7
56,3.9
57,3.6
58,3.9
59,3.6
60,3.6
61,3.9
62,3.6
63,3.9
64,3.7
65,3.6
66,3.8
67,3.9
68,4.0
69,3.9
70,3.9
71,3.8
72,3.8
73,3.7
74,3.7
75,3.6
76,3.7
77,3.9
78,3.8
79,3.8
80,3.9
81,3.8
82,3.9
83,3.7
84,3.9
85,3.8
86,3.5
87,3.6
88,3.8
89,3.4
90,3.9
91,3.7
92,3.8
93,3.9
94,3.9
95,3.6
96,3.9
97,3.9
98,3.9
99,3.9
100,3.8
101,3.6
102,3.6
103,3.8
104,3.8
105,3.7
106,3.9
107,3.9
108,3.9
109,4.0
110,3.7
111,3.8
112,4.0
113,3.5
114,3.9
115,3.6
116,3.8
117,3.8
118,4.0
119,3.7
120,3.8
121,3.8
122,3.8
123,3.9
124,3.9
125,3.5
126,3.8
127,3.9
128,3.7
129,3.8
130,3.8
131,3.6
132,3.8
133,3.8
134,3.9
135,3.8
136,3.8
137,3.8
138,3.9
139,3.7
140,3.5
141,3.7
142,4.0
143,3.6
144,3.8
145,3.9
146,3.6
147,4.0
148,3.9
149,3.7
150,3.8
151,3.7
152,3.9
153,3.9
154,3.8
155,3.9
156,3.8
157,3.4
158,3.6
159,3.6
160,3.9
161,3.9
162,4.0
163,3.9
164,3.8
165,3.8
166,3.8
167,3.8
168,4.0
169,3.8
170,3.5
171,3.8
172,4.0
173,3.9
174,3.9
175,3.9
176,3.9
177,4.0
178,4.0
179,3.8
180,3.8
181,3.8
182,3.6
183,3.9
184,3.9
185,3.7
186,3.8
187,3.8
188,3.7
189,3.7
190,3.9
191,3.8
192,4.0
193,3.7
194,3.7
195,3.6
196,3.9
197,3.8
198,3.7
199,3.8
200,3.7
