Epoch,Individual Income
1,2.2
2,2.9
3,3.3
4,3.9
5,3.9
6,3.7
7,3.8
8,4.0
9,3.9
10,3.7
11,3.8
12,3.9
13,3.9
14,3.6
15,3.9
16,3.9
17,3.6
18,3.9
19,3.7
20,3.3
21,3.8
22,3.6
23,3.9
24,3.7
25,3.8
26,4.0
27,2.9
28,3.8
29,4.0
30,3.4
31,3.9
32,3.9
33,3.8
34,3.2
35,3.8
36,3.6
37,3.1
38,4.0
39,3.9
40,3.7
41,3.9
42,3.8
43,3.8
44,3.8
45,3.8
46,4.0
47,3.8
48,3.9
49,3.8
50,3.7
51,3.8
52,3.7
53,3.1
54,3.9
55,3.9
56,3.8
57,3.8
58,3.9
59,3.8
60,3.8
61,3.7
62,3.8
63,3.9
64,3.9
65,3.8
66,3.9
67,3.9
68,3.9
69,3.8
70,3.9
71,3.9
72,3.8
73,4.0
74,3.5
75,3.9
76,3.9
77,3.8
78,4.0
79,3.5
80,3.9
81,3.7
82,3.6
83,3.6
84,3.9
85,3.9
86,4.0
87,3.8
88,3.8
89,3.8
90,4.0
91,3.8
92,3.6
93,3.7
94,3.7
95,3.8
96,3.8
97,3.9
98,3.7
99,3.8
100,3.9
101,3.7
102,3.9
103,3.9
104,4.0
105,3.7
106,3.7
107,3.6
108,3.8
109,3.7
110,3.8
111,3.8
112,3.9
113,3.8
114,3.9
115,3.8
116,3.7
117,3.7
118,3.8
119,3.6
120,3.9
121,3.8
122,3.9
123,3.6
124,3.7
125,3.7
126,3.8
127,3.3
128,3.8
129,3.9
130,3.8
131,3.9
132,4.0
133,3.8
134,3.7
135,3.9
136,3.9
137,3.6
138,3.7
139,3.9
140,3.9
141,3.6
142,3.9
143,3.7
144,4.0
145,3.9
146,3.7
147,4.0
148,3.6
149,3.9
150,3.9
151,4.0
152,3.9
153,3.9
154,3.5
155,3.6
156,3.8
157,4.0
158,3.4
159,3.8
160,3.9
161,3.5
162,3.9
163,3.7
164,3.8
165,3.7
166,3.7
167,3.9
168,3.8
169,3.7
170,3.7
171,3.6
172,3.9
173,3.8
174,3.6
175,3.7
176,3.8
177,3.9
178,3.7
179,3.3
180,3.7
181,3.9
182,3.5
183,3.9
184,3.8
185,3.9
186,3.7
187,3.9
188,3.8
189,3.6
190,3.9
191,3.9
192,4.0
193,3.9
194,3.9
195,3.9
196,3.9
197,3.7
198,3.8
199,3.9
200,3.9
