Epoch,Individual Income
1,2.2
2,2.2
3,3.7
4,3.8
5,2.8
6,3.3
7,3.9
8,3.8
9,3.7
10,3.2
11,3.8
12,3.9
13,3.9
14,3.2
15,3.8
16,3.9
17,3.9
18,3.6
19,3.8
20,3.8
21,3.8
22,3.6
23,3.8
24,3.9
25,3.9
26,3.8
27,3.6
28,3.8
29,3.8
30,3.7
31,3.9
32,3.9
33,3.9
34,4.0
35,3.3
36,3.7
37,3.9
38,3.9
39,3.9
40,3.7
41,3.7
42,4.0
43,4.0
44,3.8
45,3.8
46,3.7
47,3.8
48,3.7
49,3.5
50,3.9
51,3.9
52,3.8
53,3.6
54,4.0
55,3.8
56,3.6
57,3.6
58,3.7
59,3.8
60,3.8
61,3.9
62,3.9
63,3.6
64,3.8
65,3.6
66,3.9
67,3.7
68,3.8
69,3.7
70,3.7
71,3.6
72,4.0
73,3.8
74,3.8
75,3.8
76,3.8
77,4.0
78,3.9
79,4.0
80,3.9
81,4.0
82,4.0
83,3.6
84,3.7
85,4.0
86,3.7
87,4.0
88,4.0
89,3.7
90,3.3
91,3.7
92,3.7
93,3.8
94,3.9
95,4.0
96,3.9
97,3.7
98,3.7
99,3.8
100,3.6
101,3.8
102,3.7
103,3.9
104,3.8
105,3.9
106,3.8
107,3.7
108,3.6
109,3.7
110,3.8
111,3.7
112,3.9
113,3.8
114,3.7
115,3.7
116,3.9
117,4.0
118,3.8
119,3.9
120,3.8
121,3.9
122,3.9
123,3.7
124,3.9
125,3.9
126,3.7
127,4.0
128,3.8
129,4.0
130,3.7
131,3.9
132,3.9
133,3.7
134,3.9
135,3.9
136,3.6
137,3.8
138,3.7
139,3.8
140,3.5
141,3.8
142,4.0
143,3.7
144,4.0
145,4.0
146,3.9
147,4.0
148,3.8
149,3.8
150,3.9
151,4.0
152,3.7
153,4.0
154,3.7
155,3.5
156,3.9
157,3.9
158,3.6
159,4.0
160,3.9
161,3.7
162,3.8
163,3.8
164,3.8
165,3.8
166,3.6
167,3.8
168,3.6
169,4.0
170,3.6
171,3.8
172,3.6
173,3.8
174,3.8
175,3.9
176,3.7
177,3.6
178,3.6
179,3.9
180,3.8
181,3.8
182,3.7
183,3.5
184,3.6
185,3.4
186,3.9
187,3.6
188,3.7
189,3.9
190,3.9
191,3.8
192,3.7
193,3.9
194,4.0
195,3.6
196,3.8
197,3.8
198,3.8
199,3.8
200,3.9
