Epoch,Individual Income
1,2.0
2,1.7
3,3.3
4,3.9
5,4.0
6,3.7
7,3.6
8,4.0
9,4.0
10,3.7
11,3.8
12,3.9
13,4.0
14,3.5
15,3.6
16,3.9
17,3.2
18,3.9
19,3.7
20,3.9
21,4.0
22,4.0
23,3.5
24,3.5
25,3.9
26,3.9
27,3.7
28,4.0
29,3.9
30,3.1
31,3.8
32,3.3
33,3.9
34,3.7
35,3.7
36,3.7
37,3.8
38,3.6
39,3.8
40,3.7
41,4.0
42,3.8
43,4.0
44,4.0
45,3.9
46,3.7
47,3.8
48,3.8
49,3.7
50,4.0
51,4.0
52,3.6
53,3.7
54,3.7
55,3.6
56,3.8
57,3.9
58,3.9
59,3.6
60,4.0
61,3.9
62,3.8
63,3.8
64,3.9
65,3.9
66,3.8
67,3.7
68,3.8
69,3.9
70,3.7
71,3.9
72,3.9
73,4.0
74,3.8
75,3.6
76,3.8
77,3.6
78,3.7
79,3.8
80,3.5
81,3.8
82,3.5
83,3.8
84,3.7
85,3.8
86,3.8
87,3.3
88,3.7
89,3.9
90,3.9
91,3.8
92,3.8
93,3.9
94,3.9
95,3.8
96,3.8
97,3.8
98,3.6
99,3.7
100,3.8
101,3.9
102,3.7
103,3.8
104,3.5
105,3.9
106,3.9
107,3.7
108,3.8
109,3.6
110,3.9
111,3.9
112,3.9
113,3.5
114,3.7
115,3.9
116,3.8
117,3.2
118,3.9
119,3.5
120,3.8
121,3.8
122,3.8
123,4.0
124,3.9
125,3.9
126,3.8
127,3.6
128,3.7
129,3.8
130,3.6
131,3.9
132,3.8
133,3.9
134,3.8
135,3.7
136,3.6
137,3.8
138,3.8
139,3.7
140,3.9
141,4.0
142,3.8
143,3.8
144,3.6
145,3.8
146,3.8
147,3.7
148,3.7
149,3.9
150,3.6
151,3.9
152,3.8
153,3.8
154,3.8
155,3.7
156,4.0
157,3.9
158,3.8
159,3.7
160,3.8
161,3.6
162,3.6
163,3.6
164,4.0
165,3.7
166,3.7
167,3.9
168,4.0
169,3.8
170,3.9
171,3.8
172,3.9
173,3.9
174,3.5
175,3.7
176,3.8
177,3.7
178,3.9
179,3.6
180,3.8
181,3.8
182,3.9
183,3.7
184,3.9
185,3.9
186,3.9
187,3.7
188,3.8
189,3.5
190,3.9
191,3.9
192,3.8
193,3.6
194,3.9
195,3.8
196,3.8
197,4.0
198,3.9
199,4.0
200,3.8
