Epoch,Individual Income
1,2.0
2,2.3
3,3.0
4,3.7
5,3.9
6,3.9
7,3.9
8,3.9
9,3.9
10,3.6
11,3.8
12,3.0
13,3.8
14,3.9
15,3.3
16,3.8
17,3.9
18,3.6
19,3.9
20,4.0
21,3.9
22,3.8
23,3.8
24,3.8
25,3.8
26,4.0
27,4.0
28,4.0
29,3.4
30,3.8
31,3.7
32,3.8
33,3.8
34,3.8
35,3.7
36,3.8
37,3.8
38,4.0
39,3.7
40,3.9
41,4.0
42,3.8
43,3.6
44,3.4
45,3.1
46,3.7
47,3.8
48,3.8
49,3.8
50,3.8
51,3.8
52,3.9
53,3.9
54,3.7
55,3.8
56,3.7
57,3.7
58,3.7
59,3.7
60,3.9
61,3.7
62,3.6
63,3.9
64,3.6
65,3.8
66,3.8
67,3.5
68,3.7
69,3.5
70,3.7
71,3.9
72,3.6
73,3.8
74,3.8
75,3.8
76,3.9
77,3.9
78,4.0
79,3.7
80,3.7
81,4.0
82,3.8
83,3.7
84,3.9
85,3.4
86,3.7
87,3.7
88,3.6
89,3.8
90,4.0
91,3.9
92,3.9
93,3.9
94,3.9
95,3.7
96,3.8
97,3.7
98,3.9
99,3.8
100,4.0
101,3.7
102,3.9
103,4.0
104,3.9
105,3.8
106,3.7
107,3.8
108,3.5
109,4.0
110,3.7
111,3.9
112,3.7
113,3.9
114,3.5
115,3.5
116,3.6
117,3.9
118,3.9
119,3.8
120,3.7
121,4.0
122,4.0
123,3.6
124,3.9
125,3.8
126,3.5
127,3.9
128,3.9
129,3.8
130,3.9
131,4.0
132,3.8
133,3.7
134,3.9
135,3.9
136,3.8
137,3.7
138,3.8
139,3.6
140,3.9
141,3.8
142,3.6
143,3.8
144,3.5
145,3.9
146,3.8
147,3.9
148,3.8
149,3.9
150,3.9
151,3.9
152,3.8
153,3.8
154,3.9
155,3.9
156,3.6
157,3.9
158,3.9
159,3.8
160,3.7
161,3.6
162,4.0
163,4.0
164,3.8
165,3.7
166,3.8
167,3.8
168,3.7
169,3.9
170,3.9
171,3.9
172,3.8
173,3.9
174,3.7
175,3.9
176,4.0
177,3.9
178,3.6
179,3.8
180,3.5
181,4.0
182,3.7
183,3.8
184,3.6
185,3.9
186,3.7
187,3.9
188,3.8
189,3.8
190,3.9
191,3.8
192,3.8
193,3.7
194,3.8
195,3.8
196,3.8
197,4.0
198,3.8
199,3.9
200,3.8
