Epoch,Individual Income
1,1.8
2,2.1
3,3.5
4,4.0
5,4.0
6,3.4
7,3.3
8,3.0
9,3.6
10,3.8
11,3.5
12,3.7
13,3.6
14,3.9
15,3.8
16,3.8
17,3.6
18,4.0
19,3.6
20,3.5
21,3.7
22,3.6
23,3.9
24,3.9
25,3.1
26,3.8
27,3.8
28,3.7
29,3.9
30,3.8
31,3.6
32,3.9
33,3.4
34,3.6
35,3.7
36,3.8
37,3.8
38,3.8
39,3.7
40,3.8
41,3.7
42,3.7
43,3.8
44,3.8
45,3.7
46,3.6
47,4.0
48,4.0
49,3.9
50,3.7
51,3.5
52,3.6
53,3.6
54,3.5
55,3.7
56,3.8
57,3.6
58,4.0
59,3.7
60,4.0
61,3.9
62,3.9
63,3.9
64,3.8
65,3.8
66,3.9
67,3.8
68,3.9
69,3.9
70,4.0
71,3.9
72,3.8
73,3.9
74,3.9
75,3.8
76,3.8
77,4.0
78,4.0
79,3.7
80,3.8
81,4.0
82,4.0
83,3.9
84,3.5
85,3.9
86,3.6
87,3.7
88,3.5
89,3.9
90,4.0
91,3.9
92,4.0
93,3.9
94,4.0
95,3.9
96,3.7
97,3.9
98,3.8
99,4.0
100,3.7
101,3.7
102,3.9
103,3.6
104,4.0
105,3.8
106,4.0
107,3.9
108,3.6
109,3.7
110,4.0
111,3.8
112,3.9
113,3.8
114,4.0
115,3.4
116,3.8
117,3.9
118,3.9
119,3.8
120,3.7
121,3.9
122,3.9
123,3.9
124,3.9
125,3.7
126,3.9
127,4.0
128,3.6
129,3.8
130,3.8
131,3.7
132,3.7
133,3.9
134,3.8
135,3.8
136,3.8
137,3.4
138,3.8
139,3.7
140,3.9
141,3.9
142,4.0
143,3.9
144,3.8
145,4.0
146,3.8
147,3.7
148,3.7
149,3.6
150,3.8
151,3.9
152,3.9
153,3.8
154,3.8
155,3.8
156,3.8
157,3.4
158,4.0
159,3.6
160,4.0
161,3.9
162,3.7
163,3.8
164,3.8
165,3.5
166,3.5
167,3.8
168,4.0
169,3.5
170,3.8
171,3.8
172,3.8
173,3.7
174,3.4
175,3.8
176,3.9
177,3.9
178,3.8
179,3.9
180,3.9
181,3.9
182,3.6
183,3.7
184,3.9
185,3.8
186,3.8
187,4.0
188,3.9
189,3.8
190,3.7
191,3.8
192,4.0
193,3.8
194,3.8
195,3.8
196,3.5
197,3.7
198,3.7
199,4.0
200,3.8
