Epoch,Individual Income
1,2.0
2,1.7
3,0.5
4,0.5
5,0.2
6,0.5
7,0.3
8,0.4
9,0.3
10,0.5
11,0.3
12,0.4
13,0.3
14,0.4
15,0.4
16,0.3
17,0.5
18,0.7
19,0.4
20,0.4
21,0.5
22,0.3
23,0.3
24,0.4
25,0.4
26,0.3
27,0.4
28,2.0
29,0.4
30,1.8
31,0.4
32,0.8
33,0.6
34,0.2
35,0.3
36,0.4
37,0.4
38,0.2
39,0.5
40,2.8
41,0.3
42,0.3
43,1.5
44,0.2
45,1.2
46,0.4
47,0.3
48,0.4
49,0.4
50,0.1
51,0.3
52,0.3
53,0.5
54,0.3
55,0.3
56,0.4
57,0.5
58,0.5
59,0.2
60,0.5
61,0.1
62,0.5
63,0.6
64,0.2
65,0.3
66,0.3
67,0.3
68,0.3
69,0.4
70,0.5
71,0.7
72,0.4
73,0.4
74,0.2
75,0.3
76,1.3
77,0.3
78,0.5
79,0.4
80,0.4
81,0.4
82,0.2
83,0.4
84,0.2
85,0.4
86,0.3
87,0.3
88,0.3
89,1.3
90,0.3
91,0.3
92,0.4
93,0.3
94,0.4
95,0.5
96,0.5
97,0.2
98,0.5
99,0.8
100,0.4
101,0.3
102,0.4
103,0.6
104,0.2
105,0.6
106,0.5
107,0.4
108,0.9
109,0.4
110,0.3
111,0.2
112,0.4
113,1.0
114,0.2
115,0.2
116,0.4
117,0.3
118,0.2
119,0.5
120,0.3
121,0.5
122,0.5
123,0.2
124,0.2
125,1.2
126,0.7
127,0.5
128,0.4
129,0.4
130,0.8
131,0.4
132,0.6
133,0.4
134,0.3
135,0.3
136,0.3
137,0.3
138,0.2
139,0.3
140,0.6
141,0.5
142,0.3
143,0.3
144,0.4
145,0.2
146,0.3
147,0.5
148,0.2
149,0.5
150,0.5
151,0.3
152,0.3
153,0.5
154,0.3
155,0.3
156,0.3
157,0.6
158,3.6
159,0.4
160,1.0
161,0.8
162,0.6
163,0.1
164,0.3
165,0.3
166,0.2
167,0.2
168,0.2
169,0.4
170,0.2
171,1.3
172,0.9
173,0.2
174,0.6
175,0.2
176,0.2
177,0.2
178,0.3
179,0.3
180,0.1
181,0.4
182,0.4
183,0.5
184,0.3
185,0.3
186,0.2
187,0.2
188,0.3
189,0.5
190,0.3
191,0.7
192,0.2
193,0.3
194,0.6
195,0.4
196,0.4
197,0.3
198,0.3
199,0.5
200,0.4
