Epoch,Beta
1,-0.6539779901504517
2,-0.8936190605163574
3,-1.1551783084869385
4,-1.379399299621582
5,-1.2474689483642578
6,-1.1585110425949097
7,-1.1655404567718506
8,-1.2425369024276733
9,-1.3508822917938232
10,-1.4749681949615479
11,-1.641758918762207
12,-1.8753206729888916
13,-2.171513080596924
14,-2.4351754188537598
15,-2.6258385181427
16,-2.723360538482666
17,-2.7111780643463135
18,-2.5775818824768066
19,-2.4318199157714844
20,-2.298283338546753
21,-2.252377510070801
22,-2.2463414669036865
23,-2.3182079792022705
24,-2.383495807647705
25,-2.3824286460876465
26,-2.406775712966919
27,-2.5312304496765137
28,-2.696958065032959
29,-2.8720173835754395
30,-3.0167245864868164
31,-3.077816963195801
32,-3.137157440185547
33,-3.209350347518921
34,-3.2962238788604736
35,-3.386887311935425
36,-3.4714484214782715
37,-3.516683340072632
38,-3.5420942306518555
39,-3.5540289878845215
40,-3.5552005767822266
41,-3.5622482299804688
42,-3.5688557624816895
43,-3.572568893432617
44,-3.5702905654907227
45,-3.562669277191162
46,-3.5586893558502197
47,-3.5643792152404785
48,-3.5769028663635254
49,-3.5940279960632324
50,-3.6052968502044678
51,-3.6093533039093018
52,-3.6107449531555176
53,-3.6103649139404297
54,-3.608468770980835
55,-3.6110591888427734
56,-3.622633218765259
57,-3.639702558517456
58,-3.6584556102752686
59,-3.676004409790039
60,-3.6889257431030273
61,-3.6963577270507812
62,-3.694300651550293
63,-3.686659812927246
64,-3.679361581802368
65,-3.6722412109375
66,-3.6669363975524902
67,-3.6648974418640137
68,-3.668469190597534
69,-3.677138090133667
70,-3.695788860321045
71,-3.7101640701293945
72,-3.71942400932312
73,-3.725686550140381
74,-3.7297935485839844
75,-3.732722043991089
76,-3.7354516983032227
77,-3.737591505050659
78,-3.7387733459472656
79,-3.7399792671203613
80,-3.7413382530212402
81,-3.7426137924194336
82,-3.743285655975342
83,-3.7432641983032227
84,-3.7432003021240234
85,-3.7426674365997314
86,-3.741943359375
87,-3.7414441108703613
88,-3.7415246963500977
89,-3.741395950317383
90,-3.742760419845581
91,-3.745619058609009
92,-3.747131824493408
93,-3.7486753463745117
94,-3.749814033508301
95,-3.7503480911254883
96,-3.749514579772949
97,-3.7491915225982666
98,-3.7499823570251465
99,-3.7521779537200928
100,-3.754298448562622
