Epoch,Beta
1,0.035247802734375
2,-0.308382511138916
3,-0.6291836500167847
4,-0.9544920921325684
5,-1.0057017803192139
6,-1.0962635278701782
7,-1.2562766075134277
8,-1.4892675876617432
9,-1.7525380849838257
10,-2.009603500366211
11,-2.2804431915283203
12,-2.5471649169921875
13,-2.7985568046569824
14,-2.99899959564209
15,-3.136333465576172
16,-3.2491307258605957
17,-3.313884973526001
18,-3.358952522277832
19,-3.3920421600341797
20,-3.428077220916748
21,-3.4802231788635254
22,-3.515470027923584
23,-3.5373072624206543
24,-3.5339677333831787
25,-3.5321900844573975
26,-3.5336976051330566
27,-3.544935703277588
28,-3.557142734527588
29,-3.5758841037750244
30,-3.5912344455718994
31,-3.5984885692596436
32,-3.6118075847625732
33,-3.6249091625213623
34,-3.6404366493225098
35,-3.657280921936035
36,-3.6671688556671143
37,-3.676727056503296
38,-3.6869194507598877
39,-3.6969830989837646
40,-3.707749605178833
41,-3.718688488006592
42,-3.72573184967041
43,-3.731574773788452
44,-3.7350335121154785
45,-3.740588426589966
46,-3.7461977005004883
47,-3.7507426738739014
48,-3.7543795108795166
49,-3.7564473152160645
50,-3.7577130794525146
51,-3.758089542388916
52,-3.7583374977111816
53,-3.759042739868164
54,-3.7601099014282227
55,-3.761737108230591
56,-3.7641353607177734
57,-3.766780376434326
58,-3.768552303314209
59,-3.769521713256836
60,-3.770354747772217
61,-3.771841526031494
62,-3.7729687690734863
63,-3.774199962615967
64,-3.7750349044799805
65,-3.77571964263916
66,-3.7763965129852295
67,-3.777393102645874
68,-3.7785816192626953
69,-3.7793588638305664
70,-3.7807345390319824
71,-3.7817130088806152
72,-3.783421039581299
73,-3.784651279449463
74,-3.785806179046631
75,-3.786520004272461
76,-3.7872729301452637
77,-3.7883119583129883
78,-3.788713216781616
79,-3.7894093990325928
80,-3.7899229526519775
81,-3.790131092071533
82,-3.790713310241699
83,-3.7908804416656494
84,-3.790903091430664
85,-3.7911367416381836
86,-3.7911996841430664
87,-3.7914645671844482
88,-3.792123794555664
89,-3.79331374168396
90,-3.7939202785491943
91,-3.794344902038574
92,-3.794644832611084
93,-3.795078754425049
94,-3.7952098846435547
95,-3.7953317165374756
96,-3.7955963611602783
97,-3.7957537174224854
98,-3.7961277961730957
99,-3.796198844909668
100,-3.796272039413452
