Epoch,Gini Coefficient
1,0.0
2,0.2631578947368421
3,0.047619047619047616
4,0.18181818181818182
5,0.047619047619047616
6,0.0
7,0.037037037037037035
8,0.047619047619047616
9,0.16666666666666666
10,0.0
11,0.037037037037037035
12,0.034482758620689655
13,0.0
14,0.0
15,0.06666666666666667
16,0.0
17,0.14285714285714285
18,0.0625
19,0.21428571428571427
20,0.1111111111111111
21,0.1111111111111111
22,0.0
23,0.06666666666666667
24,0.0967741935483871
25,0.18518518518518517
26,0.07692307692307693
27,0.10344827586206896
28,0.09090909090909091
29,0.35714285714285715
30,0.06666666666666667
31,0.3333333333333333
32,0.034482758620689655
33,0.04
34,0.21428571428571427
35,0.06666666666666667
36,0.14285714285714285
37,0.3103448275862069
38,0.21428571428571427
39,0.35714285714285715
40,0.037037037037037035
41,0.35714285714285715
42,0.2857142857142857
43,0.15384615384615385
44,0.06666666666666667
45,0.14285714285714285
46,0.36
47,0.03225806451612903
48,0.07692307692307693
49,0.0967741935483871
50,0.3076923076923077
51,0.3103448275862069
52,0.03225806451612903
53,0.2857142857142857
54,0.14285714285714285
55,0.2413793103448276
56,0.0967741935483871
57,0.125
58,0.125
59,0.125
60,0.03225806451612903
61,0.03225806451612903
62,0.13333333333333333
63,0.034482758620689655
64,0.09090909090909091
65,0.03225806451612903
66,0.06666666666666667
67,0.0625
68,0.18518518518518517
69,0.125
70,0.0967741935483871
71,0.07142857142857142
72,0.10344827586206896
73,0.21428571428571427
74,0.125
75,0.0
76,0.125
77,0.06666666666666667
78,0.2857142857142857
79,0.0
80,0.125
81,0.037037037037037035
82,0.21428571428571427
83,0.125
84,0.03225806451612903
85,0.07142857142857142
86,0.11764705882352941
87,0.125
88,0.28
89,0.125
90,0.06666666666666667
91,0.125
92,0.037037037037037035
93,0.03225806451612903
94,0.06666666666666667
95,0.22580645161290322
96,0.1111111111111111
97,0.07692307692307693
98,0.2
99,0.03225806451612903
100,0.14285714285714285
101,0.0625
102,0.125
103,0.14285714285714285
104,0.10344827586206896
105,0.034482758620689655
106,0.125
107,0.0967741935483871
108,0.125
109,0.0
110,0.2857142857142857
111,0.0625
112,0.125
113,0.07142857142857142
114,0.3103448275862069
115,0.03225806451612903
116,0.10344827586206896
117,0.0
118,0.15384615384615385
119,0.1724137931034483
120,0.1111111111111111
121,0.125
122,0.07142857142857142
123,0.0967741935483871
124,0.15151515151515152
125,0.0
126,0.06666666666666667
127,0.07142857142857142
128,0.125
129,0.125
130,0.0
131,0.03225806451612903
132,0.06666666666666667
133,0.0
134,0.125
135,0.125
136,0.14285714285714285
137,0.10344827586206896
138,0.03225806451612903
139,0.3333333333333333
140,0.125
141,0.125
142,0.034482758620689655
143,0.125
144,0.034482758620689655
145,0.22580645161290322
146,0.07142857142857142
147,0.16129032258064516
148,0.125
149,0.14285714285714285
150,0.09090909090909091
151,0.13333333333333333
152,0.037037037037037035
153,0.06666666666666667
154,0.13333333333333333
155,0.14285714285714285
156,0.1724137931034483
157,0.125
158,0.06666666666666667
159,0.0967741935483871
160,0.2857142857142857
161,0.125
162,0.125
163,0.125
164,0.14285714285714285
165,0.15151515151515152
166,0.0
167,0.1724137931034483
168,0.06666666666666667
169,0.23076923076923078
170,0.13333333333333333
171,0.125
172,0.125
173,0.07142857142857142
174,0.037037037037037035
175,0.0625
176,0.1111111111111111
177,0.25
178,0.14285714285714285
179,0.125
180,0.0625
181,0.07142857142857142
182,0.09090909090909091
183,0.07692307692307693
184,0.2857142857142857
185,0.0967741935483871
186,0.2857142857142857
187,0.2413793103448276
188,0.0
189,0.2857142857142857
190,0.125
191,0.13333333333333333
192,0.13333333333333333
193,0.14285714285714285
194,0.10344827586206896
195,0.0
196,0.1724137931034483
197,0.13333333333333333
198,0.1724137931034483
199,0.4074074074074074
200,0.25925925925925924
