Epoch,Gini Coefficient
1,0.13043478260869565
2,0.12
3,0.15789473684210525
4,0.058823529411764705
5,0.07692307692307693
6,0.12
7,0.0
8,0.16666666666666666
9,0.037037037037037035
10,0.0
11,0.08333333333333333
12,0.07142857142857142
13,0.03225806451612903
14,0.05555555555555555
15,0.12
16,0.058823529411764705
17,0.034482758620689655
18,0.15384615384615385
19,0.0625
20,0.02857142857142857
21,0.07142857142857142
22,0.0
23,0.0
24,0.0
25,0.0
26,0.2
27,0.0
28,0.037037037037037035
29,0.034482758620689655
30,0.0625
31,0.034482758620689655
32,0.030303030303030304
33,0.0625
34,0.03225806451612903
35,0.15384615384615385
36,0.13333333333333333
37,0.03225806451612903
38,0.03225806451612903
39,0.0625
40,0.0
41,0.1111111111111111
42,0.02702702702702703
43,0.07692307692307693
44,0.0
45,0.030303030303030304
46,0.14285714285714285
47,0.02857142857142857
48,0.030303030303030304
49,0.02857142857142857
50,0.15384615384615385
51,0.2
52,0.1111111111111111
53,0.23076923076923078
54,0.05263157894736842
55,0.06666666666666667
56,0.1111111111111111
57,0.034482758620689655
58,0.04
59,0.03225806451612903
60,0.02857142857142857
61,0.08333333333333333
62,0.02857142857142857
63,0.030303030303030304
64,0.02702702702702703
65,0.16666666666666666
66,0.0
67,0.06666666666666667
68,0.07692307692307693
69,0.02857142857142857
70,0.12
71,0.23076923076923078
72,0.1111111111111111
73,0.0
74,0.02857142857142857
75,0.15384615384615385
76,0.2
77,0.030303030303030304
78,0.15384615384615385
79,0.034482758620689655
80,0.0625
81,0.04
82,0.1111111111111111
83,0.10344827586206896
84,0.07692307692307693
85,0.03225806451612903
86,0.0
87,0.12
88,0.1111111111111111
89,0.2
90,0.07142857142857142
91,0.0
92,0.0625
93,0.034482758620689655
94,0.07692307692307693
95,0.04
96,0.02857142857142857
97,0.1111111111111111
98,0.15384615384615385
99,0.28
100,0.08108108108108109
101,0.07142857142857142
102,0.02857142857142857
103,0.07142857142857142
104,0.09090909090909091
105,0.1111111111111111
106,0.12
107,0.12
108,0.07692307692307693
109,0.13043478260869565
110,0.15384615384615385
111,0.0
112,0.07142857142857142
113,0.06666666666666667
114,0.02857142857142857
115,0.2
116,0.15384615384615385
117,0.15384615384615385
118,0.07142857142857142
119,0.02857142857142857
120,0.043478260869565216
121,0.030303030303030304
122,0.03225806451612903
123,0.0
124,0.2
125,0.02857142857142857
126,0.0
127,0.08333333333333333
128,0.0
129,0.16129032258064516
130,0.02857142857142857
131,0.13333333333333333
132,0.034482758620689655
133,0.030303030303030304
134,0.0
135,0.1111111111111111
136,0.03225806451612903
137,0.12
138,0.07142857142857142
139,0.037037037037037035
140,0.02857142857142857
141,0.03225806451612903
142,0.02857142857142857
143,0.06666666666666667
144,0.0625
145,0.1724137931034483
146,0.02702702702702703
147,0.058823529411764705
148,0.04
149,0.034482758620689655
150,0.15384615384615385
151,0.02857142857142857
152,0.04
153,0.02857142857142857
154,0.15384615384615385
155,0.02857142857142857
156,0.06666666666666667
157,0.07692307692307693
158,0.0
159,0.034482758620689655
160,0.0625
161,0.058823529411764705
162,0.02857142857142857
163,0.06666666666666667
164,0.0967741935483871
165,0.034482758620689655
166,0.1111111111111111
167,0.04
168,0.04
169,0.03225806451612903
170,0.0
171,0.058823529411764705
172,0.07142857142857142
173,0.07142857142857142
174,0.1111111111111111
175,0.03225806451612903
176,0.1111111111111111
177,0.02857142857142857
178,0.03225806451612903
179,0.02857142857142857
180,0.03225806451612903
181,0.0
182,0.034482758620689655
183,0.03225806451612903
184,0.06666666666666667
185,0.10344827586206896
186,0.037037037037037035
187,0.06666666666666667
188,0.02857142857142857
189,0.28
190,0.037037037037037035
191,0.1111111111111111
192,0.0
193,0.28
194,0.06666666666666667
195,0.0
196,0.02857142857142857
197,0.03225806451612903
198,0.02857142857142857
199,0.06666666666666667
200,0.0
