Epoch,Gini Coefficient
1,0.2
2,0.5
3,0.14285714285714285
4,0.2
5,1.0
6,1.0
7,0.3333333333333333
8,0.0
9,1.0
10,1.0
11,1.0
12,0.3333333333333333
13,0.0
14,0.0
15,0.3333333333333333
16,0.2
17,0.3333333333333333
18,0.0
19,0.0
20,0.0
21,1.0
22,1.0
23,0.14285714285714285
24,0.0
25,0.0
26,0.0
27,0.3333333333333333
28,1.0
29,0.3333333333333333
30,0.2
31,0.0
32,1.0
33,0.0
34,1.0
35,1.0
36,1.0
37,0.3333333333333333
38,1.0
39,0.0
40,1.0
41,1.0
42,1.0
43,1.0
44,1.0
45,1.0
46,0.5
47,0.0
48,0.3333333333333333
49,1.0
50,0.0
51,1.0
52,1.0
53,0.0
54,0.0
55,1.0
56,0.0
57,0.0
58,1.0
59,1.0
60,0.3333333333333333
61,0.3333333333333333
62,1.0
63,1.0
64,1.0
65,0.3333333333333333
66,1.0
67,0.2
68,0.5
69,1.0
70,1.0
71,0.0
72,0.0
73,0.0
74,1.0
75,1.0
76,0.0
77,0.0
78,0.0
79,1.0
80,1.0
81,1.0
82,1.0
83,1.0
84,0.0
85,0.0
86,1.0
87,0.3333333333333333
88,1.0
89,1.0
90,1.0
91,0.0
92,1.0
93,0.2
94,0.6
95,1.0
96,0.0
97,1.0
98,0.14285714285714285
99,0.0
100,0.0
101,0.3333333333333333
102,1.0
103,0.0
104,0.0
105,0.0
106,1.0
107,0.3333333333333333
108,1.0
109,1.0
110,1.0
111,0.0
112,0.3333333333333333
113,1.0
114,0.0
115,0.3333333333333333
116,0.0
117,0.0
118,0.5
119,0.5
120,1.0
121,0.3333333333333333
122,0.3333333333333333
123,1.0
124,0.0
125,0.0
126,1.0
127,1.0
128,1.0
129,0.0
130,0.0
131,1.0
132,0.0
133,1.0
134,1.0
135,1.0
136,0.3333333333333333
137,1.0
138,1.0
139,0.0
140,0.3333333333333333
141,1.0
142,1.0
143,1.0
144,0.0
145,1.0
146,1.0
147,1.0
148,0.0
149,0.3333333333333333
150,0.0
151,1.0
152,1.0
153,0.5
154,1.0
155,1.0
156,0.3333333333333333
157,0.0
158,1.0
159,0.2
160,0.0
161,1.0
162,0.3333333333333333
163,0.0
164,0.5
165,1.0
166,1.0
167,1.0
168,1.0
169,0.0
170,0.3333333333333333
171,1.0
172,0.0
173,1.0
174,0.2
175,0.0
176,1.0
177,1.0
178,1.0
179,0.0
180,0.0
181,1.0
182,1.0
183,0.0
184,0.0
185,1.0
186,1.0
187,0.5
188,1.0
189,0.0
190,0.6
191,0.0
192,0.0
193,0.0
194,1.0
195,0.3333333333333333
196,1.0
197,0.0
198,0.3333333333333333
199,1.0
200,1.0
