Epoch,Beta
1,0.14684200286865234
2,-0.2234676480293274
3,-0.614248514175415
4,-0.8918070793151855
5,-1.3090181350708008
6,-1.7809078693389893
7,-2.085035800933838
8,-2.0900585651397705
9,-1.97737717628479
10,-1.8878918886184692
11,-1.8899202346801758
12,-2.033259868621826
13,-2.13504695892334
14,-2.204845428466797
15,-2.1794416904449463
16,-2.1350817680358887
17,-2.100830316543579
18,-2.1259098052978516
19,-2.2373626232147217
20,-2.3948192596435547
21,-2.468702554702759
22,-2.579714059829712
23,-2.700490713119507
24,-2.841458320617676
25,-2.9277987480163574
26,-2.947551727294922
27,-2.96185302734375
28,-2.9313111305236816
29,-2.917051315307617
30,-2.890829563140869
31,-2.8603923320770264
32,-2.817929267883301
33,-2.9563117027282715
34,-3.220870018005371
35,-3.3570468425750732
36,-3.4479551315307617
37,-3.5103273391723633
38,-3.5432872772216797
39,-3.558776378631592
40,-3.5805182456970215
41,-3.5919713973999023
42,-3.6041224002838135
43,-3.615769147872925
44,-3.6215333938598633
45,-3.6341190338134766
46,-3.630784034729004
47,-3.632917642593384
48,-3.629648208618164
49,-3.6235790252685547
50,-3.6203460693359375
51,-3.615973472595215
52,-3.6111199855804443
53,-3.6040754318237305
54,-3.6025004386901855
55,-3.597611904144287
56,-3.5991806983947754
57,-3.598200798034668
58,-3.6050658226013184
59,-3.614858627319336
60,-3.6200356483459473
61,-3.6250529289245605
62,-3.618891716003418
63,-3.6072940826416016
64,-3.6008381843566895
65,-3.5951664447784424
66,-3.59613037109375
67,-3.602442741394043
68,-3.6125266551971436
69,-3.6177494525909424
70,-3.627070188522339
71,-3.6280035972595215
72,-3.6315560340881348
73,-3.6416220664978027
74,-3.646743059158325
75,-3.657731533050537
76,-3.6681056022644043
77,-3.6743581295013428
78,-3.6787610054016113
79,-3.6798996925354004
80,-3.679441452026367
81,-3.6845409870147705
82,-3.685359477996826
83,-3.687546730041504
84,-3.6886417865753174
85,-3.688429594039917
86,-3.693474531173706
87,-3.692318916320801
88,-3.6971611976623535
89,-3.7001447677612305
90,-3.704289197921753
91,-3.70650053024292
92,-3.709537982940674
93,-3.710176944732666
94,-3.708592653274536
95,-3.6935830116271973
96,-3.6811695098876953
97,-3.673635482788086
98,-3.671642541885376
99,-3.6680965423583984
100,-3.6627678871154785
