Epoch,Beta
1,-0.3409534692764282
2,-0.6657025218009949
3,-0.3642299771308899
4,-0.19537240266799927
5,-0.10578751564025879
6,-0.02847135066986084
7,0.022971630096435547
8,0.04466593265533447
9,0.04667401313781738
10,0.04303634166717529
11,0.03933072090148926
12,0.027310848236083984
13,0.010669231414794922
14,-0.006758570671081543
15,-0.016140639781951904
16,-0.020747482776641846
17,-0.02376079559326172
18,-0.03219097852706909
19,-0.0604778528213501
20,-0.21027952432632446
21,-0.32853931188583374
22,-0.41048288345336914
23,-0.4353255033493042
24,-0.4330641031265259
25,-0.3979218006134033
26,-0.3544783592224121
27,-0.31817346811294556
28,-0.30191928148269653
29,-0.29159873723983765
30,-0.3147861361503601
31,-0.3547289967536926
32,-0.40222376585006714
33,-0.43899238109588623
34,-0.48134565353393555
35,-0.5259230732917786
36,-0.5640977621078491
37,-0.588458776473999
38,-0.6040650606155396
39,-0.6159383058547974
40,-0.6363001465797424
41,-0.6605011224746704
42,-0.6477293372154236
43,-0.6409129500389099
44,-0.6388881802558899
45,-0.6505361199378967
46,-0.6717431545257568
47,-0.6916916370391846
48,-0.6952667236328125
49,-0.682712197303772
50,-0.6624603271484375
51,-0.6628844141960144
52,-0.6454688310623169
53,-0.6188365817070007
54,-0.5716931819915771
55,-0.5416399240493774
56,-0.5451774597167969
57,-0.5591893196105957
58,-0.5792883038520813
59,-0.6003054976463318
60,-0.6173586845397949
61,-0.5950167775154114
62,-0.5703270435333252
63,-0.5509817600250244
64,-0.5442509055137634
65,-0.5427536368370056
66,-0.551738440990448
67,-0.5591574311256409
68,-0.5752068758010864
69,-0.5945226550102234
70,-0.6037774682044983
71,-0.6149035692214966
72,-0.6158265471458435
73,-0.6127831339836121
74,-0.6072601675987244
75,-0.6053757667541504
76,-0.6116610765457153
77,-0.618356466293335
78,-0.6293252110481262
79,-0.6367579102516174
80,-0.6444588303565979
81,-0.6505003571510315
82,-0.6508013606071472
83,-0.6227678060531616
84,-0.6035029888153076
85,-0.6061625480651855
86,-0.6190523505210876
87,-0.6163907051086426
88,-0.6093251705169678
89,-0.6136846542358398
90,-0.621926486492157
91,-0.617382824420929
92,-0.5555465817451477
93,-0.5150899291038513
94,-0.47869741916656494
95,-0.4427799582481384
96,-0.4179456830024719
97,-0.38489699363708496
98,-0.36987513303756714
99,-0.3625833988189697
100,-0.3611946105957031
